GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,GMT_1200_PAR,GMT_1500_PAR,GMT_1800_PAR,GMT_2100_PAR,DAPAR,PDVI,MPAR,APAR,PPDI,PAI,density_mean,density_lower,density_upper,date
68.52713775634766,193.6179656982422,212.97918701171875,32.787025451660156,0.0,0.0,0.0,0.0,507.91131591796875,212979187.01171875,20.021351284450954,0.0,0.375,-0.9999999980311524,36116666.666666664,34777333.33333333,37456000.0,2023-09-25
90.2771987915039,256.1898498535156,231.31558227539062,34.88353729248047,0.0,0.0,0.0,0.0,612.6661682128906,256189849.85351562,24.589590284559463,0.0,0.375,-0.9999999983677897,28266666.666666668,24100366.608128183,32432966.725205153,2023-09-26
112.58389282226562,312.88287353515625,268.2230224609375,40.02934646606445,0.0,0.0,0.0,0.0,733.7191352844238,312882873.53515625,30.317058563232422,0.0,0.375,-0.9999999986370807,23483333.333333332,21138194.266146816,25828472.400519848,2023-09-27
40.51024627685547,116.49120330810547,205.52513122558594,29.6850528717041,0.0,0.0,0.0,0.0,392.211633682251,205525131.22558594,19.53778648376465,0.0,0.25,-0.9999999974503561,25966666.666666668,22872734.94293534,29060598.390397996,2023-09-28
101.94532012939453,291.2206115722656,273.1566162109375,39.128997802734375,0.0,0.0,0.0,0.0,705.451545715332,291220611.5722656,28.010179307725693,0.0,0.375,-0.9999999985824682,29750000.0,23417905.601882845,36082094.398117155,2023-09-29
27.872892379760742,81.18608856201172,29.698301315307617,4.127856254577637,0.0,0.0,0.0,0.0,142.88513851165771,81186088.56201172,8.56202581193712,0.0,0.375,-0.9999999930013715,24800000.0,23508777.94318715,26091222.05681285,2023-09-30
104.61112213134766,301.26287841796875,283.6484375,39.58158493041992,0.0,0.0,0.0,0.0,729.1040229797363,301262878.41796875,29.075699276394314,0.0,0.375,-0.9999999986284536,27966666.666666668,23605746.19298479,32327587.140348546,2023-10-01
47.000247955322266,139.1309814453125,143.5631561279297,18.922405242919922,0.0,0.0,0.0,0.0,348.6167907714844,143563156.1279297,13.84897232055664,0.0,0.375,-0.9999999971315209,27933333.333333332,25662964.748475112,30203701.918191552,2023-10-02
30.748472213745117,91.57495880126953,28.91128158569336,3.7288594245910645,0.0,0.0,0.0,0.0,154.96357202529907,91574958.80126953,9.760677708519829,0.0,0.375,-0.9999999935468705,24850000.0,24184850.19231254,25515149.80768746,2023-10-03
59.176570892333984,178.0127410888672,299.8152770996094,43.002655029296875,0.0,0.0,0.0,0.0,580.0072441101074,299815277.0996094,28.53473578559028,0.0,0.25,-0.9999999982758836,27016666.666666668,24112859.06667355,29920474.266659785,2023-10-04
123.56962585449219,337.4562683105469,305.7625732421875,43.283714294433594,0.0,0.0,0.0,0.0,810.0721817016602,337456268.3105469,32.685839335123696,0.0,0.375,-0.9999999987655421,29266666.666666668,27161959.64561969,31371373.687713645,2023-10-05
52.39118957519531,160.0431671142578,122.93370056152344,15.115972518920898,0.0,0.0,0.0,0.0,350.48402976989746,160043167.1142578,16.1030216217041,0.0,0.375,-0.999999997146803,27733333.333333332,25227563.635660026,30239103.031006638,2023-10-06
24.326950073242188,74.6678466796875,28.283451080322266,3.434419631958008,0.0,0.0,0.0,0.0,130.71266746520996,74667846.6796875,7.914825227525499,0.0,0.375,-0.9999999923496321,25466666.666666668,24708124.43902795,26225208.894305386,2023-10-07
99.14508056640625,299.101318359375,137.45486450195312,16.399730682373047,0.0,0.0,0.0,0.0,552.1009941101074,299101318.359375,31.411287519666885,0.0,0.375,-0.9999999981887372,28700000.0,22428000.0,34972000.0,2023-10-08
38.62607192993164,120.58070373535156,110.7641372680664,13.017881393432617,0.0,0.0,0.0,0.0,282.9887943267822,120580703.73535156,11.951424704657661,0.0,0.375,-0.9999999964662912,28458333.333333332,22415000.0,34501666.666666664,2023-10-09
17.42901611328125,54.739402770996094,95.3566665649414,11.035436630249023,0.0,0.0,0.0,0.0,178.56052207946777,95356666.5649414,9.369025548299154,0.0,0.25,-0.999999994399658,28216666.666666668,22402000.0,34031333.333333336,2023-10-10
107.84571838378906,315.76263427734375,253.34674072265625,29.350942611694336,0.0,0.0,0.0,0.0,706.3060359954834,315762634.27734375,31.82352129618327,0.0,0.375,-0.9999999985841831,27975000.0,22389000.0,33561000.0,2023-10-11
145.8130645751953,355.4096374511719,292.23333740234375,36.95814895629883,0.0,0.0,0.0,0.0,830.4141883850098,355409637.4511719,35.38349872165256,0.0,0.375,-0.9999999987957816,27733333.333333332,22376000.0,33090666.666666668,2023-10-12
51.93303298950195,167.725341796875,26.721845626831055,2.9390408992767334,0.0,0.0,0.0,0.0,249.31926131248474,167725341.796875,18.30958898862203,0.0,0.25,-0.9999999959890785,27491666.666666668,22363000.0,32620333.333333332,2023-10-13
77.81517028808594,252.19775390625,194.86062622070312,21.06025505065918,0.0,0.0,0.0,0.0,545.9338054656982,252197753.90625,25.68194431728787,0.0,0.375,-0.9999999981682761,27250000.0,22350000.0,32150000.0,2023-10-14
106.75019836425781,313.23193359375,238.75436401367188,25.338254928588867,0.0,0.0,0.0,0.0,684.0747509002686,313231933.59375,31.988186518351238,0.0,0.375,-0.9999999985381715,27008333.333333332,22337000.0,31679666.666666668,2023-10-15
115.61798858642578,323.6921691894531,273.3631896972656,30.987741470336914,0.0,0.0,0.0,0.0,743.6610889434814,323692169.1894531,32.52271419101291,0.0,0.375,-0.9999999986553014,26766666.666666668,22324000.0,31209333.333333332,2023-10-16
93.19910430908203,291.57513427734375,244.952880859375,25.347850799560547,0.0,0.0,0.0,0.0,655.0749702453613,291575134.27734375,29.580809275309246,0.0,0.375,-0.9999999984734572,26525000.0,22311000.0,30739000.0,2023-10-17
99.27236938476562,302.4206848144531,267.5534362792969,28.70768165588379,0.0,0.0,0.0,0.0,697.9541721343994,302420684.8144531,30.412555906507706,0.0,0.375,-0.9999999985672412,26283333.333333332,22298000.0,30268666.666666668,2023-10-18
104.24365997314453,311.09246826171875,226.6636962890625,22.37909698486328,0.0,0.0,0.0,0.0,664.3789215087891,311092468.26171875,32.07926347520616,0.0,0.375,-0.9999999984948349,26041666.666666668,22285000.0,29798333.333333336,2023-10-19
44.5689582824707,149.99855041503906,234.10934448242188,23.058197021484375,0.0,0.0,0.0,0.0,451.735050201416,234109344.48242188,23.45012749565972,0.0,0.25,-0.999999997786313,25800000.0,22272000.0,29328000.0,2023-10-20
129.58230590820312,335.58001708984375,276.8660888671875,31.263341903686523,0.0,0.0,0.0,0.0,773.2917537689209,335580017.08984375,33.81296390957303,0.0,0.375,-0.999999998706827,25558333.333333332,22259000.0,28857666.666666668,2023-10-21
72.04936218261719,243.24647521972656,258.1794738769531,25.40057945251465,0.0,0.0,0.0,0.0,598.8758907318115,258179473.87695312,25.864321602715385,0.0,0.25,-0.9999999983302049,25316666.666666668,22246000.0,28387333.333333336,2023-10-22
92.67867279052734,292.1708679199219,268.79071044921875,28.038110733032227,0.0,0.0,0.0,0.0,681.6783618927002,292170867.9199219,29.34808413187663,0.0,0.375,-0.9999999985330326,25075000.0,22233000.0,27917000.0,2023-10-23
93.3093490600586,293.77142333984375,227.70765686035156,20.253889083862305,0.0,0.0,0.0,0.0,635.0423183441162,293771423.33984375,30.390837139553494,0.0,0.375,-0.9999999984253019,24833333.333333332,22220000.0,27446666.666666668,2023-10-24
70.72314453125,243.8306121826172,153.28146362304688,13.243170738220215,0.0,0.0,0.0,0.0,481.0783910751343,243830612.1826172,25.62082682715522,0.0,0.375,-0.9999999979213366,24591666.666666668,22207000.0,26976333.333333336,2023-10-25
86.01634216308594,281.3010559082031,245.91468811035156,21.661739349365234,0.0,0.0,0.0,0.0,634.8938255310059,281301055.9082031,28.848812950981987,0.0,0.375,-0.9999999984249335,24350000.0,22194000.0,26506000.0,2023-10-26
64.37199401855469,226.6182861328125,169.31149291992188,13.912480354309082,0.0,0.0,0.0,0.0,474.21425342559814,226618286.1328125,23.633978419833714,0.0,0.375,-0.9999999978912485,24108333.333333336,22181000.0,26035666.666666668,2023-10-27
79.90241241455078,268.3121032714844,79.83077239990234,6.374249458312988,0.0,0.0,0.0,0.0,434.4195375442505,268312103.27148438,29.104205979241264,0.0,0.375,-0.9999999976980778,23866666.666666668,22168000.0,25565333.333333336,2023-10-28
93.70476531982422,294.8616027832031,249.63360595703125,21.266292572021484,0.0,0.0,0.0,0.0,659.4662666320801,294861602.7832031,30.399478912353516,0.0,0.375,-0.9999999984836222,23625000.0,22155000.0,25095000.0,2023-10-29
81.39517974853516,274.49530029296875,243.9557647705078,19.99412727355957,0.0,0.0,0.0,0.0,619.8403720855713,274495300.29296875,28.277908113267685,0.0,0.375,-0.9999999983866814,23383333.333333336,22142000.0,24624666.666666668,2023-10-30
86.44258880615234,283.4234619140625,232.6697998046875,17.72601318359375,0.0,0.0,0.0,0.0,620.2618637084961,283423461.9140625,29.52193874782986,0.0,0.375,-0.9999999983877778,23141666.666666668,22129000.0,24154333.333333336,2023-10-31
88.71320343017578,287.4518737792969,268.0716857910156,25.772729873657227,0.0,0.0,0.0,0.0,670.0094928741455,287451873.7792969,29.07546043395996,0.0,0.375,-0.9999999985074839,22900000.0,22116000.0,23684000.0,2023-11-01
94.8420181274414,295.86346435546875,247.68223571777344,19.46497917175293,0.0,0.0,0.0,0.0,657.8526973724365,295863464.35546875,30.710942798190647,0.0,0.375,-0.9999999984799028,24150000.0,21840441.254265223,26459558.745734777,2023-11-02
83.36021423339844,281.01409912109375,185.25469970703125,12.434721946716309,0.0,0.0,0.0,0.0,562.0637350082397,281014099.12109375,29.84215301937527,0.0,0.375,-0.9999999982208424,28433333.333333332,27321514.323282186,29545152.34338448,2023-11-03
65.38896179199219,241.52806091308594,200.9629669189453,13.107070922851562,0.0,0.0,0.0,0.0,520.987060546875,241528060.91308594,25.380109998914932,0.0,0.375,-0.9999999980805665,31300000.0,27317130.81644233,35282869.18355767,2023-11-04
68.41387939453125,251.6838836669922,219.14178466796875,14.014300346374512,0.0,0.0,0.0,0.0,553.2538480758667,251683883.6669922,26.40773148006863,0.0,0.25,-0.9999999981925114,26400000.0,25796948.20565173,27003051.79434827,2023-11-05
