date,ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7
2021-01-04,-0.0015878056874498725,0.003403075272217393,-0.036159101873636246,0.03208659961819649,0.013534057885408401,0.0029809095431119204,7907.0,7961.0,7885.0,7860.0,7466.0,5793.0,3588.0
2021-01-05,0.016784528270363808,0.009096124209463596,-0.3299643397331238,0.008765462785959244,0.008977171964943409,0.006576209329068661,6046.0,6157.0,5770.0,5967.0,6050.0,6021.0,5087.0
2021-01-06,-0.003292120760306716,0.003149491036310792,-0.028678137809038162,0.0460551455616951,0.01816973276436329,-0.0005140632856637239,6805.0,6848.0,6857.0,6812.0,6245.0,2955.0,1463.0
2021-01-07,-0.0351109653711319,0.008001333102583885,-0.04686584696173668,0.03615489974617958,0.017949240282177925,0.010613908059895039,5951.0,6047.0,6250.0,5826.0,5625.0,3456.0,2232.0
2021-01-08,-0.0034704195956389086,0.054126897205909096,0.26976287613312405,0.00854678824543953,0.03481748327612877,0.013708118349313736,4821.666666666667,5178.666666666667,4895.0,4705.0,5009.666666666667,3357.3333333333335,2224.0
2021-01-09,0.02817012617985408,0.1002524613092343,0.5863915992279848,-0.019061323255300522,0.05168572627007961,0.016802328638732433,3692.3333333333335,4310.333333333333,3540.0,3584.0,4394.333333333333,3258.6666666666665,2216.0
2021-01-10,0.05981067195534706,0.1463780254125595,0.9030203223228455,-0.04666943475604057,0.06855396926403046,0.01989653892815113,2563.0,3442.0,2185.0,2463.0,3779.0,3160.0,2208.0
2021-01-11,-0.0037359900306910276,0.05502958595752716,-0.6418219208717346,0.010770974680781364,0.038671962916851044,-0.0009383797296322882,3194.0,3566.0,3224.0,3200.0,3490.0,2720.0,1792.0
2021-01-12,0.14687837660312653,0.25058847665786743,0.6414329409599304,-0.04275184124708176,0.126437246799469,0.04850299283862114,1751.0,2922.0,1182.0,1589.0,3183.0,2866.0,1920.0
2021-01-13,0.1407558098435402,0.31024661660194397,0.692348450422287,-0.044832056388258934,0.15507598221302032,0.09935580752789974,1289.0,2360.0,824.0,1100.0,2579.0,2370.0,1577.5
2021-01-14,0.13463324308395386,0.3699047565460205,0.7432639598846436,-0.04691227152943611,0.18371471762657166,0.15020862221717834,827.0,1798.0,466.0,611.0,1975.0,1874.0,1235.0
2021-01-15,0.07365025207400322,0.22688786312937737,-1.4775856733322144,-0.019254454877227545,0.11958803236484528,0.07528042946069036,1833.5,2579.0,1616.5,1724.5,2639.5,2269.0,1512.5
2021-01-16,0.012667261064052582,0.08387096971273422,-3.6984353065490723,0.008403361774981022,0.055461347103118896,0.00035223670420236886,2840.0,3360.0,2767.0,2838.0,3304.0,2664.0,1790.0
2021-01-17,0.014938109368085862,0.07092916816473008,-3.7262641906738283,0.01857294961810112,0.051014356315135956,0.0014559576520696282,3505.6,3969.8,3375.6,3489.6,3781.6,3147.4,2167.6
2021-01-18,0.017208957672119142,0.05798736661672592,-3.754093074798584,0.02874253746122122,0.046567365527153015,0.0025596785999368876,4171.2,4579.6,3984.2,4141.2,4259.2,3630.8,2545.2
2021-01-19,0.01947980597615242,0.045045565068721774,-3.78192195892334,0.03891212530434132,0.042120374739170074,0.003663399547804147,4836.8,5189.4,4592.8,4792.8,4736.8,4114.2,2922.8
2021-01-20,0.0217506542801857,0.03210376352071762,-3.8097508430480955,0.04908171314746142,0.037673383951187134,0.004767120495671406,5502.4,5799.2,5201.4,5444.4,5214.4,4597.6,3300.4
2021-01-21,0.02402150258421898,0.01916196197271347,-3.8375797271728516,0.05925130099058151,0.03322639316320419,0.005870841443538666,6168.0,6409.0,5810.0,6096.0,5692.0,5081.0,3678.0
2021-01-22,-0.005283190403133631,-0.0021652420982718468,0.01963215507566929,0.09388469159603119,0.030374756082892418,0.0022223489359021187,8794.0,8756.0,8848.0,8755.0,7253.0,4724.0,3050.0
2021-01-23,0.011934706941246986,0.010772640816867352,-0.2823561131954193,0.0469275526702404,0.023485083132982254,0.007454068399965763,9596.0,9805.0,9231.0,9454.0,8926.0,7672.0,5524.0
2021-01-24,0.004225139506161213,0.013951428234577179,-0.18533045053482056,0.01755685545504093,0.015245224349200726,0.0017999099800363183,6679.0,6868.0,6599.0,6655.0,6631.0,5754.0,4085.0
2021-01-25,0.009858551435172558,0.011503869667649269,-0.1887008249759674,0.015184381976723671,0.01282454002648592,0.0014833650784566998,7089.0,7254.0,6930.0,7068.0,7037.0,6222.0,4858.0
2021-01-26,0.006150749046355486,0.0011554332450032234,-0.016982046887278557,0.042571477591991425,0.015666885301470757,0.00442624744027853,9077.0,9098.0,8887.0,8997.0,8355.0,6687.0,4854.0
2021-01-27,-0.008646778762340546,0.07058088481426239,-0.5526573061943054,0.019429024308919907,0.05160277709364891,-0.013480663299560547,2232.0,2571.0,2333.0,2293.0,2473.0,2209.0,1620.0
2021-01-28,0.030077598989009857,0.014318816363811493,0.3784547746181488,0.023133166134357452,0.017471475526690483,0.016170525923371315,8295.0,8536.0,7562.0,8031.0,8150.0,7438.0,5767.0
2021-01-29,0.09243074432015419,0.14048511907458305,0.5724510699510574,-0.01029275730252266,0.07585975434631109,0.014246400445699692,4948.5,5651.5,4353.0,4797.0,5585.0,5043.0,3775.5
2021-01-30,0.15478388965129852,0.2666514217853546,0.7664473652839661,-0.04371868073940277,0.1342480331659317,0.012322274968028069,1602.0,2767.0,1144.0,1563.0,3020.0,2648.0,1784.0
