date,GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,GMT_1200_PAR,GMT_1500_PAR,GMT_1800_PAR,GMT_2100_PAR,DAPAR,PDVI,MPAR,APAR,PPDI,PAI,density_mean,density_lower,density_upper,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density
2021-01-11,42.76046752929688,195.995361328125,154.63800048828125,1.9807548522949217,0.0,0.0,0.0,0.0,395.3745841979981,195995361.328125,21.557178497314453,0.0,0.25,-0.999999997470753,4806896.666666667,4313548.217822802,5300245.115510532,2.2,7.59,13.39,3.55,0.025,0.068,1.49,408.0,98.1,0.003,4785600.0
2021-01-12,55.4030647277832,235.4852600097656,189.1873321533203,2.8055338859558105,0.0,0.0,0.0,0.0,482.88119077682495,235485260.0097656,25.85330290264553,0.0,0.25,-0.9999999979290972,4986473.333333333,4494405.727158673,5478540.939507993,2.5,7.57,13.32,3.79,0.025,0.07,1.33,382.9,108.4,0.003,5260760.0
2021-01-13,63.8053092956543,251.57334899902344,211.49639892578125,3.8855597972869873,0.0,0.0,0.0,0.0,530.760617017746,251573348.99902344,27.520865466859604,0.0,0.25,-0.9999999981159114,3948098.3333333335,3676259.488289045,4219937.178377622,2.8,7.57,13.4,3.45,0.025,0.069,1.57,403.1,80.1,0.002,4437510.0
2021-01-14,64.65645599365234,252.90750122070312,189.23521423339844,3.505380868911743,0.0,0.0,0.0,0.0,510.3045523166657,252907501.22070312,27.7113467057546,0.0,0.375,-0.999999998040386,3195135.0,2832973.5446559577,3557296.4553440423,4.0,7.3,13.13,3.44,0.03,0.065,1.32,402.2,61.8,0.003,3179560.0
2021-01-15,54.12136459350586,230.9519805908203,174.15333557128906,3.4290120601654053,0.0,0.0,0.0,0.0,462.65569281578064,230951980.5908203,25.280329836739437,0.0,0.25,-0.9999999978385654,3022996.6666666665,2788796.117471895,3257197.215861438,4.2,7.28,13.29,3.22,0.025,0.048,1.28,399.7,51.4,0.003,3386130.0
2021-01-16,33.96623611450195,149.20376586914062,73.45634460449219,1.5799521207809448,0.0,0.0,0.0,0.0,258.2062987089157,149203765.86914062,16.402645972039963,0.0,0.375,-0.9999999961271278,4167043.3333333335,3694864.01364293,4639222.6530237375,4.9,7.3,13.18,3.33,0.025,0.053,1.28,396.3,61.0,0.003,3268090.0
2021-01-17,52.81911087036133,225.66958618164065,184.7671813964844,4.316739559173584,0.0,0.0,0.0,0.0,467.5726180076599,225669586.18164065,24.59476073582967,0.0,0.25,-0.9999999978612948,4889243.333333333,4396043.272898185,5382443.393768481,4.9,7.27,12.81,3.68,0.034,0.088,1.34,399.0,98.9,0.003,5297180.0
2021-01-18,80.8137435913086,275.0509338378906,230.17364501953125,7.313582420349121,0.0,0.0,0.0,0.0,593.3519048690796,275050933.8378906,29.74859460194905,0.0,0.375,-0.9999999983146596,3611130.0,3062506.3762390297,4159753.6237609694,4.8,7.28,12.73,3.5,0.025,0.065,1.29,404.4,76.2,0.003,4184580.0
2021-01-19,62.6397705078125,248.06005859375,196.3949279785156,5.4757280349731445,0.0,0.0,0.0,0.0,512.5704851150513,248060058.59375,26.95381450653076,0.0,0.25,-0.9999999980490488,4948865.0,3629911.468022055,6267818.531977945,5.6,7.75,12.46,3.92,0.442,0.077,2.83,490.4,42.2,0.008,3004150.0
2021-01-20,71.3835220336914,263.2616882324219,205.48089599609372,6.253422260284424,0.0,0.0,0.0,0.0,546.3795285224915,263261688.23242188,28.55647399690416,0.0,0.375,-0.9999999981697704,5522246.666666667,5099983.995839506,5944509.337493828,6.0,7.88,12.64,5.58,0.642,0.108,3.6,539.4,51.5,0.014,4861730.0
2021-01-21,29.8217830657959,125.48296356201172,152.28785705566406,4.772512912750244,0.0,0.0,0.0,0.0,312.3651165962219,152287857.05566406,16.39059379365709,0.0,0.25,-0.9999999967986182,4939941.666666667,4056221.184774444,5823662.14855889,6.9,7.79,11.81,4.69,0.402,0.119,3.54,600.0,61.6,0.011,4213100.0
2021-01-22,9.71624755859375,40.47045135498047,18.970861434936523,0.6109735369682312,0.0,0.0,0.0,0.0,69.76853388547897,40470451.35498047,4.428830868668026,0.0,0.375,-0.9999999856668912,3661231.6666666665,3287830.461563532,4034632.8717698017,7.7,7.87,11.83,4.42,0.23,0.094,3.14,600.2,40.3,0.011,4078620.0
2021-01-23,8.255998611450195,34.13071823120117,53.2843132019043,1.8430708646774288,0.0,0.0,0.0,0.0,97.5141009092331,53284313.2019043,5.715693593025208,0.0,0.25,-0.999999989745073,2783510.0,2285498.607748425,3281521.392251575,7.8,7.81,11.31,4.27,0.216,0.088,3.15,613.3,35.2,0.011,3806300.0
2021-01-24,25.88918876647949,106.41179656982422,18.63459014892578,0.6740015745162964,0.0,0.0,0.0,0.0,151.6095770597458,106411796.56982422,11.748643888367546,0.0,0.25,-0.9999999934041108,2215915.0,2102198.9549219664,2329631.0450780336,7.4,7.83,11.41,3.76,0.216,0.08,2.81,546.8,34.9,0.007,2392510.0
2021-01-25,17.556188583374023,71.4324951171875,58.92790985107422,2.2797751426696777,0.0,0.0,0.0,0.0,150.19636869430542,71432495.1171875,7.683635552724202,0.0,0.25,-0.9999999933420496,2445665.0,2209746.9291999587,2681583.0708000413,7.4,7.84,11.34,3.85,0.212,0.071,2.82,549.7,25.1,0.006,2101290.0
2021-01-26,9.54889678955078,38.5230827331543,19.16543197631836,0.7731368541717529,0.0,0.0,0.0,0.0,68.01054835319519,38523082.7331543,4.19443843099806,0.0,0.375,-0.9999999852963988,2474937.5,2001862.581688594,2948012.418311406,,,,,,,,,,,
2021-01-27,42.70697021484375,171.63677978515625,134.14892578125,5.789127349853516,0.0,0.0,0.0,0.0,354.2818031311035,171636779.78515625,18.42751693725586,0.0,0.25,-0.9999999971773882,3256223.333333333,2614934.082921977,3897512.58374469,8.1,7.81,11.03,4.11,0.826,0.1,3.6,560.9,25.6,0.007,2129930.0
