GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,GMT_1200_PAR,GMT_1500_PAR,GMT_1800_PAR,GMT_2100_PAR,DAPAR,PDVI,MPAR,APAR,PPDI,PAI,date
48.10612487792969,221.94705200195312,191.6495819091797,0.0,0.0,0.0,0.0,0.0,461.7027587890625,221947052.00195312,24.660783555772568,0.0,0.25,-0.9999999978341043,2021-01-01
53.36717224121094,233.93991088867188,173.90931701660156,0.0,0.0,0.0,0.0,0.0,461.2164001464844,233939910.88867188,25.993323432074654,0.0,0.25,-0.9999999978318204,2021-01-02
48.34626007080078,222.5054473876953,172.56105041503906,0.0011395459296181798,0.0,0.0,0.0,0.0,443.4138974194648,222505447.3876953,24.7227008713073,0.0,0.25,-0.9999999977447708,2021-01-03
18.653852462768555,87.9000473022461,21.1301212310791,0.01135987974703312,0.0,0.0,0.0,0.0,127.69538087584078,87900047.3022461,9.765409713611007,0.0,0.375,-0.9999999921688633,2021-01-04
34.91603088378906,164.80360412597656,55.12522888183594,0.09262537211179733,0.0,0.0,0.0,0.0,254.93748926371336,164803604.12597656,18.30121986154053,0.0,0.375,-0.9999999960774698,2021-01-05
11.434417724609375,53.20796585083008,15.843511581420898,0.04645809531211853,0.0,0.0,0.0,0.0,80.53235325217247,53207965.85083008,5.906834195057551,0.0,0.375,-0.9999999875826305,2021-01-06
16.617067337036133,76.99280548095703,143.2456817626953,0.6261957883834839,0.0,0.0,0.0,0.0,237.48175036907196,143245681.7626953,15.846609552701315,0.0,0.25,-0.9999999957891501,2021-01-07
54.07709503173828,233.4634246826172,198.22561645507812,1.2466511726379395,0.0,0.0,0.0,0.0,487.01278734207153,233463424.6826172,25.801863723331028,0.0,0.25,-0.9999999979466658,2021-01-08
71.71886444091797,262.0041809082031,221.53651428222656,2.056016445159912,0.0,0.0,0.0,0.0,557.3155760765076,262004180.90820312,28.883129384782578,0.0,0.375,-0.9999999982056844,2021-01-09
49.89462661743164,222.35826110839844,175.5171661376953,1.5476694107055664,0.0,0.0,0.0,0.0,449.31772327423096,222358261.10839844,24.53451018863254,0.0,0.25,-0.9999999977744034,2021-01-10
34.95856857299805,158.8032989501953,186.21804809570312,1.9847701787948608,0.0,0.0,0.0,0.0,381.96468579769135,186218048.09570312,20.470364212989807,0.0,0.25,-0.999999997381957,2021-01-11
57.206050872802734,238.88873291015625,205.22325134277344,2.7508585453033447,0.0,0.0,0.0,0.0,504.06889367103577,238888732.91015625,26.23754159609477,0.0,0.25,-0.9999999980161443,2021-01-12
77.1465072631836,269.0206298828125,218.1051483154297,3.606527805328369,0.0,0.0,0.0,0.0,567.8788132667542,269020629.8828125,29.490455786387127,0.0,0.375,-0.9999999982390609,2021-01-13
70.47684478759766,260.7879638671875,220.06385803222656,4.145793437957764,0.0,0.0,0.0,0.0,555.4744601249695,260787963.8671875,28.51579671435886,0.0,0.375,-0.9999999981997372,2021-01-14
60.12479782104492,243.8560791015625,163.11312866210938,2.8409464359283447,0.0,0.0,0.0,0.0,469.93495202064514,243856079.1015625,26.77945918507046,0.0,0.375,-0.999999997872046,2021-01-15
42.92985916137695,188.4826202392578,90.34916687011719,1.7380092144012451,0.0,0.0,0.0,0.0,323.4996554851532,188482620.2392578,20.749401224984062,0.0,0.375,-0.9999999969088066,2021-01-16
56.12491226196289,233.8121795654297,197.12623596191406,4.323796272277832,0.0,0.0,0.0,0.0,491.3871240615845,233812179.5654297,25.49870925479465,0.0,0.25,-0.9999999979649447,2021-01-17
82.63023376464844,276.45733642578125,233.36236572265625,7.016676425933838,0.0,0.0,0.0,0.0,599.4666123390198,276457336.42578125,29.937851111094158,0.0,0.375,-0.9999999983318504,2021-01-18
65.81208801269531,253.2781219482422,207.36712646484375,5.577244281768799,0.0,0.0,0.0,0.0,532.03458070755,253278121.9482422,27.522319740719265,0.0,0.25,-0.999999998120423,2021-01-19
83.11680603027344,277.31280517578125,212.83738708496094,6.242513179779053,0.0,0.0,0.0,0.0,579.5095114707947,277312805.17578125,30.118921332889133,0.0,0.375,-0.9999999982744028,2021-01-20
36.19934844970703,151.81719970703125,151.95852661132812,4.4374871253967285,0.0,0.0,0.0,0.0,344.41256189346313,151958526.61132812,16.39122660954793,0.0,0.25,-0.9999999970965054,2021-01-21
9.464332580566406,39.21031188964844,18.827550888061523,0.5695278644561768,0.0,0.0,0.0,0.0,68.07172322273254,39210311.88964844,4.293420447243585,0.0,0.375,-0.9999999853096126,2021-01-22
8.100411415100098,33.314605712890625,53.60932922363281,1.7477858066558838,0.0,0.0,0.0,0.0,96.77213215827942,53609329.22363281,5.7623937129974365,0.0,0.25,-0.9999999896664467,2021-01-23
29.612667083740234,121.18069458007812,18.454608917236328,0.6336895823478699,0.0,0.0,0.0,0.0,169.88166016340256,121180694.58007812,13.394111666414473,0.0,0.25,-0.9999999941135495,2021-01-24
19.614233016967773,79.44749450683594,44.889408111572266,1.648732304573059,0.0,0.0,0.0,0.0,145.59986793994904,79447494.50683594,8.644306911362541,0.0,0.375,-0.9999999931318619,2021-01-25
10.810816764831543,43.409114837646484,18.99931526184082,0.7322622537612915,0.0,0.0,0.0,0.0,73.95150911808014,43409114.837646484,4.741872509320577,0.0,0.375,-0.9999999864776258,2021-01-26
59.9264030456543,234.9400177001953,181.38040161132812,7.583158493041992,0.0,0.0,0.0,0.0,483.8299808502197,234940017.7001953,25.261873245239258,0.0,0.25,-0.9999999979331583,2021-01-27
