date,GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,GMT_1200_PAR,GMT_1500_PAR,GMT_1800_PAR,GMT_2100_PAR,DAPAR,PDVI,MPAR,APAR,PPDI,PAI,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density
2021-01-01,40.51952362060547,213.28921508789065,199.6112060546875,1.9761677980422971,0.0,0.0,0.0,0.0,455.3961125612259,213289215.08789065,23.47922747664981,0.0,0.25,-0.9999999978041096,,,,,,,,,,,
2021-01-02,54.3553352355957,243.24061584472656,184.83670043945312,2.147566318511963,0.0,0.0,0.0,0.0,484.58021783828735,243240615.84472656,26.78811661402385,0.0,0.25,-0.9999999979363582,,,,,,,,,,,
2021-01-03,38.17798614501953,202.19754028320312,97.01465606689452,1.0643657445907593,0.0,0.0,0.0,0.0,338.45454823970795,202197540.28320312,22.348130504290264,0.0,0.25,-0.9999999970453936,,,,,,,,,,,
2021-01-04,12.422420501708984,64.90672302246094,52.07524871826172,0.6229040026664734,0.0,0.0,0.0,0.0,130.0272962450981,64906723.02246094,7.14264655775494,0.0,0.25,-0.9999999923093073,,,,,,,,,,,
2021-01-05,32.779781341552734,85.57982635498047,33.825435638427734,0.4436072409152984,0.0,0.0,0.0,0.0,152.62865057587624,85579826.35498047,9.459579901562796,0.0,0.375,-0.9999999934481504,,,,,,,,,,,
2021-01-06,23.086082458496094,119.37570190429688,48.37850570678711,0.6959928274154663,0.0,0.0,0.0,0.0,191.53628289699557,119375701.90429688,13.186634341875711,0.0,0.25,-0.9999999947790572,,,,,,,,,,,
2021-01-07,29.99924087524414,154.8303680419922,170.47735595703125,2.705631732940674,0.0,0.0,0.0,0.0,358.01259660720825,170477355.95703125,18.64130269156562,0.0,0.25,-0.9999999972068022,,,,,,,,,,,
2021-01-08,49.734161376953125,233.49395751953125,204.9040069580078,3.966996192932129,0.0,0.0,0.0,0.0,492.0991220474243,233493957.51953125,25.50299570295546,0.0,0.25,-0.9999999979678892,,,,,,,,,,,
2021-01-09,67.21617126464844,260.7840881347656,223.8306884765625,5.39786958694458,0.0,0.0,0.0,0.0,557.2288174629211,260784088.1347656,28.37624650531345,0.0,0.25,-0.9999999982054052,,,,,,,,,,,
2021-01-10,42.40150451660156,211.8389587402344,122.88101959228516,2.5040769577026367,0.0,0.0,0.0,0.0,379.6255598068237,211838958.7402344,23.259431309170196,0.0,0.25,-0.9999999973658256,,,,,,,,,,,
2021-01-11,52.91040802001953,239.0424041748047,192.14910888671875,4.354016780853272,0.0,0.0,0.0,0.0,488.4559378623962,239042404.1748047,26.076487488216824,0.0,0.25,-0.9999999979527324,,,,,,,,,,,
2021-01-12,53.066314697265625,239.0320281982422,209.0396728515625,5.519235134124756,0.0,0.0,0.0,0.0,506.6572508811951,239032028.1982422,25.945865896013046,0.0,0.25,-0.9999999980262791,,,,,,,,,,,
2021-01-13,67.58704376220703,261.670654296875,227.593017578125,7.36399507522583,0.0,0.0,0.0,0.0,564.2147107124329,261670654.296875,28.25629546907213,0.0,0.25,-0.9999999982276252,,,,,,,,,,,
2021-01-14,71.19403839111328,266.0686340332031,228.14328002929688,7.867969989776611,0.0,0.0,0.0,0.0,573.2739224433899,266068634.03320312,28.68896267149184,0.0,0.25,-0.9999999982556332,,,,,,,,,,,
2021-01-15,38.41196823120117,184.93516540527344,123.21630096435548,3.551520347595215,0.0,0.0,0.0,0.0,350.1149549484253,184935165.40527344,20.153738339742024,0.0,0.25,-0.9999999971437952,,,,,,,,,,,
2021-01-16,34.0842170715332,163.12222290039062,90.4088363647461,2.757508993148804,0.0,0.0,0.0,0.0,290.3727853298187,163122222.90039062,17.818301545249092,0.0,0.25,-0.9999999965561512,,,,,,,,,,,
2021-01-17,50.01994705200195,228.83953857421875,192.2205047607422,6.312683582305908,0.0,0.0,0.0,0.0,477.3926739692688,228839538.57421875,24.72520611021254,0.0,0.25,-0.9999999979052884,,,,,,,,,,,
2021-01-18,75.32134246826172,271.6487121582031,234.2857818603516,10.45067310333252,0.0,0.0,0.0,0.0,591.7065095901489,271648712.1582031,29.02200433943007,0.0,0.375,-0.999999998309973,,,,,,,,,,,
2021-01-19,58.992637634277344,247.96543884277344,214.55587768554688,8.627290725708008,0.0,0.0,0.0,0.0,530.1412448883057,247965438.84277344,26.593127568562824,0.0,0.25,-0.9999999981137102,,,,,,,,,,,
2021-01-20,52.16123580932617,229.54502868652344,209.90643310546875,8.520760536193848,0.0,0.0,0.0,0.0,500.1334581375122,229545028.68652344,24.55825201670329,0.0,0.25,-0.9999999980005336,,,,,,,,,,,
