date,temp,oxygen,NH3,TP,TN,algae,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo
2023-01-16,6.169999999999999,11.925833333333337,0.025,0.0703333333333333,2.1,41683333.333333336,无锡,阴-晴,3,-2,50,1,西北风,2级,优
2023-01-17,5.845,12.070333333333332,0.025,0.0380333333333333,2.1106666666666665,24716666.666666668,无锡,晴,6,1,56,2,西风,1级,良
2023-01-18,5.933333333333334,12.1785,0.025,0.0704666666666666,1.6438333333333333,35316666.666666664,无锡,晴,8,-1,72,2,西风,2级,良
2023-01-19,6.236666666666667,12.319,0.025,0.0464166666666666,1.638,23700000.0,无锡,雾-晴,10,-3,71,2,南风,1级,良
2023-01-20,6.343333333333334,12.254333333333332,0.025,0.0470166666666666,1.6248333333333334,20833333.33333333,无锡,晴-霾,9,1,93,2,无持续风向,2级,良
2023-01-21,6.533333333333334,12.256666666666666,0.025,0.0488,1.6585,22166666.666666668,无锡,多云,11,2,70,2,东风,2级,良
2023-01-22,6.829999999999999,12.082666666666666,0.025,0.0682666666666666,1.6683333333333332,27566666.666666668,无锡,小雨-多云,7,5,50,1,西北风,1级,优
2023-01-23,6.858333333333333,11.975833333333334,0.025,0.0693166666666666,1.5458333333333334,27333333.33333333,无锡,多云,7,2,35,1,东北风,2级,优
2023-01-24,5.8566666666666665,12.264333333333331,0.025,0.1009833333333333,1.9845,50466666.66666666,无锡,晴-多云,1,-4,49,1,西北风,3级,优
2023-01-25,4.338333333333334,12.565666666666669,0.03115,0.03435,2.5335,27750000.0,无锡,多云,2,-9,30,1,无持续风向,2级,优
2023-01-26,4.083333333333333,12.7125,0.03124,0.03674,2.6015,21816666.666666668,无锡,晴,8,-4,55,2,西北风,1级,良
2023-01-27,3.9166666666666665,12.921666666666669,0.03133,0.03913,2.5623333333333336,39750000.0,无锡,多云-晴,4,-1,63,2,西北风,2级,良
2023-01-28,3.6566666666666663,13.020666666666664,0.03142,0.04152,2.4791666666666665,28700000.0,无锡,多云,6,-3,61,2,西风,2级,良
2023-01-29,4.028333333333333,12.994666666666667,0.03151,0.04391,2.482166666666666,27266666.666666668,无锡,多云,11,-5,58,2,西风,1级,良
2023-01-30,4.805,12.970333333333334,0.0316,0.0463,2.2136666666666667,20283333.33333333,无锡,晴,13,-3,63,2,无持续风向,1级,良
2023-01-31,5.655,12.945666666666668,0.0389666666666666,0.0482333333333333,2.4538333333333333,14533333.333333334,无锡,雾-晴,19,1,60,2,无持续风向,1级,良
2023-02-01,6.148333333333333,12.859333333333334,0.0358666666666666,0.0608666666666666,2.438,18050000.0,无锡,雾-霾,15,3,76,2,东北风,3级,良
2023-02-02,5.971666666666667,12.7575,0.025,0.0552999999999999,2.337666666666667,19516666.666666668,无锡,晴-多云,5,2,46,1,东北风,2级,优
2023-02-03,6.06,12.473,0.025,0.040125,2.226,10525847.5,无锡,多云-晴,9,2,62,2,东北风,1级,良
2023-02-04,6.308999999999999,12.777,0.025,0.0408725,1.9304,10460617.75,无锡,雾-多云,11,-1,51,2,东风,2级,良
2023-02-05,6.558,13.081,0.025,0.04162,1.6347999999999998,10395388.0,无锡,多云,10,3,53,2,东风,2级,良
2023-02-06,6.96,12.993333333333334,0.025,0.0439833333333333,1.7401666666666669,10742815.0,无锡,多云,9,8,46,1,东风,2级,优
2023-02-07,7.446666666666666,13.1575,0.025,0.04525,1.8281666666666665,10822991.666666666,无锡,雾-多云,11,7,38,1,东北风,2级,优
2023-02-08,7.478333333333333,12.658666666666669,0.025,0.0353833333333333,1.6971666666666667,6645315.0,无锡,雾,9,5,68,2,东风,2级,良
2023-02-09,7.513333333333333,12.2825,0.025,0.0322333333333333,1.6993333333333334,6649485.0,无锡,多云,8,7,34,1,东风,2级,优
2023-02-10,7.586666666666667,11.915,0.025,0.0373666666666666,1.5846666666666664,10870273.333333334,无锡,多云,7,6,38,1,东风,2级,优
2023-02-11,7.621666666666666,11.82,0.025,0.0317166666666666,1.477666666666667,9499935.0,无锡,多云,8,6,26,1,东风,2级,优
2023-02-12,7.89,11.872666666666667,0.025,0.0372333333333333,1.7283333333333335,8171146.666666667,无锡,雾-多云,12,8,30,1,东风,2级,优
2023-02-13,8.023333333333333,11.764333333333331,0.025,0.0496666666666666,1.812333333333333,15600000.0,无锡,多云-雨,9,3,40,1,东北风,2级,优
2023-02-14,7.468333333333334,11.795,0.025,0.0499833333333333,2.0813333333333333,19783333.33333333,无锡,多云,6,1,39,1,北风,2级,优
2023-02-15,7.403333333333333,11.9735,0.025,0.0441333333333333,2.1336666666666666,16366666.666666666,无锡,晴,9,2,48,1,西北风,2级,优
2023-02-16,7.95,12.213500000000002,0.025,0.0352833333333333,2.0676666666666668,11766666.666666666,无锡,晴,11,-1,52,2,东风,1级,良
2023-02-17,8.036666666666667,12.342833333333331,0.025,0.0376333333333333,1.8376666666666663,11258365.0,无锡,多云-晴,13,6,59,2,东南风,2级,良
2023-02-18,9.14,12.296833333333334,0.025,0.0325833333333333,1.723,8034668.333333333,无锡,霾-多云,19,9,82,2,无持续风向,1级,良
2023-02-19,9.555,12.151000000000002,0.025,0.0388833333333333,1.9923333333333333,12421718.333333334,无锡,霾,11,4,94,2,无持续风向,2级,良
2023-02-20,9.556666666666668,11.934833333333332,0.025,0.0324,1.5941666666666665,9848601.666666666,无锡,雾,13,3,67,2,东风,2级,良
2023-02-21,9.406666666666666,11.876166666666668,0.025,0.03575,1.9991666666666668,14533333.333333334,无锡,多云,7,2,42,1,东风,2级,优
2023-02-22,8.801666666666668,11.798166666666669,0.025,0.0344166666666666,1.8268,15262996.666666666,无锡,多云,7,1,44,1,东风,2级,优
2023-02-23,8.593333333333334,11.666166666666667,0.025,0.0232833333333333,1.6326666666666665,6392343.333333333,无锡,多云,7,4,43,1,东风,2级,优
2023-02-24,8.4,11.604833333333334,0.025,0.0209666666666666,1.5134999999999998,6039255.0,无锡,多云-霾,11,3,60,2,东北风,1级,良
2023-02-25,8.685,11.792166666666668,0.025,0.0278166666666666,1.216,8596953.333333334,无锡,多云-晴,9,0,64,2,东北风,1级,良
2023-02-26,8.816666666666666,11.5435,0.0260833333333333,0.0239833333333333,1.4086666666666667,6057618.333333333,无锡,晴,10,-3,40,1,东风,1级,优
2023-02-27,8.89,11.6115,0.025,0.0235666666666666,1.1845,29712963.33333333,无锡,晴,13,2,52,2,东南风,2级,良
2023-02-28,9.368333333333334,11.524333333333333,0.0322833333333333,0.02975,2.0636666666666668,9302333.333333334,无锡,晴-多云,16,3,53,2,无持续风向,1级,良
2023-03-01,10.343333333333334,11.315333333333331,0.0294333333333333,0.0251166666666666,1.6976666666666669,5725115.0,无锡,霾-雾,17,6,84,2,北风,2级,良
2023-03-02,10.321666666666667,11.189833333333333,0.0262166666666666,0.0264333333333333,1.6486666666666665,7166475.0,无锡,霾-多云,14,3,81,2,东北风,2级,良
2023-03-03,10.385,11.128,0.0267333333333333,0.0262833333333333,1.4731666666666667,6560428.0,无锡,多云,15,2,48,1,东南风,2级,优
2023-03-04,11.125,11.097499999999998,0.0281333333333333,0.0249999999999999,1.6483333333333334,6100135.0,无锡,雾-霾,19,3,64,2,东南风,1级,良
2023-03-05,11.043333333333331,11.028666666666666,0.025,0.0267666666666666,1.707833333333333,7058458.333333333,无锡,霾,20,8,72,2,东南风,1级,良
2023-03-06,11.4725,10.814,0.025,0.0282,1.744,7985247.5,无锡,雾-霾,24,6,67,2,东南风,2级,良
2023-03-07,12.8025,10.64125,0.025,0.026475,1.67125,6824650.833333333,无锡,多云,25,12,74,2,东南风,2级,良
2023-03-08,14.1325,10.4685,0.025,0.02475,1.5985,5664054.166666666,无锡,多云-霾,23,11,73,2,无持续风向,2级,良
2023-03-09,15.4625,10.29575,0.025,0.023025,1.52575,4503457.5,无锡,晴-霾,26,12,70,2,西风,2级,良
2023-03-10,15.585,10.103333333333332,0.025,0.0225333333333333,1.588,4958418.333333333,无锡,晴,27,10,77,2,东南风,1级,良
2023-03-11,15.546666666666669,10.0635,0.025,0.02455,1.6816666666666666,6225293.333333333,无锡,多云,26,16,61,2,东南风,2级,良
2023-03-12,15.4875,9.7215,0.025,0.0499499999999999,2.0135,17692045.0,无锡,多云,17,6,75,2,北风,2级,良
2023-03-13,14.5175,9.765,0.02995,0.034575,1.97325,11048280.0,无锡,多云-晴,14,4,61,2,东南风,2级,良
2023-03-14,13.861666666666666,10.006666666666666,0.0416999999999999,0.0469,2.062666666666667,16116666.666666666,无锡,晴,21,7,59,2,东南风,2级,良
2023-03-15,14.3,10.152833333333334,0.0367166666666666,0.0453999999999999,2.0405,14536620.0,无锡,多云,24,9,79,2,东北风,1级,良
2023-03-16,13.968333333333334,10.084333333333332,0.0298833333333333,0.0476166666666666,2.101833333333333,16766666.666666666,无锡,晴,15,7,83,2,东风,3级,良
2023-03-17,12.93,10.118166666666667,0.0297666666666666,0.0539,2.111333333333333,19066666.666666668,无锡,雨-多云,9,6,28,1,东北风,2级,优
2023-03-18,12.306666666666668,10.287333333333336,0.0364333333333333,0.04815,2.0211666666666663,15316666.666666666,无锡,多云,7,6,30,1,西北风,2级,优
2023-03-19,12.395,10.326333333333332,0.0492,0.0208,1.9846666666666664,9025650.0,无锡,多云,12,6,43,1,东风,2级,优
2023-03-20,12.138333333333334,10.343833333333334,0.03345,0.016625,2.0363333333333333,9239216.666666666,无锡,多云-霾,13,10,52,2,东风,2级,良
2023-03-21,12.611666666666666,10.2225,0.0323,0.0248166666666666,1.7716666666666667,6747303.333333333,无锡,多云-雾,15,12,33,1,东风,1级,优
2023-03-22,13.018333333333333,10.2225,0.0300333333333333,0.0241333333333333,1.5875,6515223.333333333,无锡,多云-雾,15,13,53,2,东风,1级,良
2023-03-23,13.066666666666668,10.165666666666668,0.02575,0.0384666666666666,1.938,13174318.333333334,无锡,霾-多云,13,10,95,2,东北风,2级,良
2023-03-24,12.345,10.189166666666669,0.0274333333333333,0.0334833333333333,1.8455,11078068.333333334,无锡,多云-霾,10,7,111,3,东北风,2级,轻度污染
2023-03-25,11.452,10.3692,0.0389,0.0225399999999999,1.5256,6858704.0,无锡,多云,10,5,56,2,西北风,1级,良
2023-03-26,11.602,10.5592,0.0312,0.0283,1.4502000000000002,6867470.0,无锡,多云-晴,16,6,69,2,无持续风向,2级,良
2023-03-27,12.651666666666666,10.6055,0.0321833333333333,0.0237666666666666,1.3451666666666666,5024833.333333333,无锡,多云-晴,19,6,97,2,东风,1级,良
2023-03-28,12.7,10.633333333333333,0.0322333333333333,0.0239,1.3709999999999998,5038856.666666667,无锡,霾-多云,20,5,80,2,东南风,2级,良
2023-03-29,13.11625,10.474666666666668,0.0346291666666666,0.0242875,1.3257499999999998,4871657.083333334,无锡,多云,19,11,63,2,东南风,2级,良
2023-03-30,13.5325,10.316,0.037025,0.024675,1.2805,4704457.5,无锡,多云,16,11,50,1,东风,2级,优
2023-03-31,13.768,10.123,0.05388,0.02442,1.205,3575542.0,无锡,霾-多云,18,12,67,2,东风,2级,良
2023-04-01,15.188,10.1458,0.04906,0.0252,1.412,3335184.0,无锡,多云,21,13,51,2,东风,1级,良
2023-04-02,15.8,10.439333333333334,0.04475,0.0252666666666666,1.4685,3966415.0,无锡,晴,24,8,56,2,东风,3级,良
2023-04-03,15.666666666666666,9.731333333333334,0.0479833333333333,0.0447333333333333,1.887,11568673.333333334,无锡,雾-多云,19,13,50,1,东南风,3级,优
2023-04-04,15.638333333333334,9.408166666666666,0.0403833333333333,0.05415,1.8635,19083333.33333333,无锡,多云,22,15,29,1,东南风,3级,优
2023-04-05,15.423333333333334,9.461333333333334,0.0397333333333333,0.0747,2.035,30450000.0,无锡,雾,15,11,31,1,西风,3级,优
2023-04-06,14.61,9.4915,0.0456,0.063125,2.18075,24275000.0,无锡,多云-霾,13,10,48,1,西北风,1级,优
2023-04-07,14.321666666666667,9.654666666666666,0.0534333333333333,0.0594,2.341666666666667,22983333.33333333,无锡,多云-晴,18,10,62,2,西北风,2级,良
2023-04-08,16.075,9.781833333333331,0.0586166666666666,0.0436,2.1363333333333334,14366666.666666666,无锡,雾-晴,19,5,60,2,东风,1级,良
2023-04-09,15.635,9.703666666666669,0.0661833333333333,0.03925,2.224833333333333,11900000.0,无锡,晴,23,10,57,2,东南风,2级,良
2023-04-10,16.34,9.646,0.0596,0.0357666666666666,2.1668333333333334,10756296.666666666,无锡,晴-多云,27,11,67,2,东南风,2级,良
2023-04-11,17.80666666666667,9.944333333333333,0.0386,0.0318,1.743,13971703.333333334,无锡,多云,27,14,135,3,无持续风向,1级,轻度污染
2023-04-12,17.406666666666666,9.780333333333331,0.04185,0.02805,1.7203333333333333,14883333.333333334,无锡,霾-浮尘,22,13,244,5,东风,3级,重度污染
2023-04-13,16.438333333333333,9.449833333333332,0.0317,0.0437166666666666,1.8051666666666664,33283333.33333333,无锡,多云-霾,22,12,116,3,东南风,2级,轻度污染
2023-04-14,16.618333333333336,9.303333333333333,0.05235,0.0298666666666666,1.6763333333333332,20016666.666666668,无锡,霾,24,15,87,2,西北风,1级,良
2023-04-15,17.59,9.5625,0.0487333333333333,0.03175,1.7408333333333337,24816666.666666668,无锡,霾,24,15,66,2,西北风,2级,良
2023-04-16,18.35333333333333,9.585166666666668,0.0443166666666666,0.0264333333333333,1.6121666666666667,22366666.666666668,无锡,霾,26,14,79,2,东风,2级,良
2023-04-17,18.718333333333334,9.308,0.04045,0.0334166666666666,1.7685000000000002,38566666.66666666,无锡,霾-晴,30,15,78,2,东南风,2级,良
2023-04-18,20.161666666666665,9.227666666666666,0.04922,0.0301833333333333,1.918,113850000.0,无锡,多云,33,19,65,2,无持续风向,2级,良
2023-04-19,21.081666666666667,9.018166666666668,0.0532999999999999,0.0277666666666666,1.729666666666667,108921488.33333331,无锡,多云,26,18,55,2,东风,2级,良
2023-04-20,21.32166666666667,8.979999999999999,0.0517,0.0235333333333333,1.5335,6443315.0,无锡,多云-雾,24,17,37,1,东风,2级,优
2023-04-21,21.00166666666667,8.685,0.0522333333333333,0.0277833333333333,1.5551666666666666,8159776.666666667,无锡,多云,21,12,48,1,东北风,3级,优
2023-04-22,19.361666666666668,9.000166666666667,0.05445,0.0315999999999999,1.7313333333333334,14985590.0,无锡,多云,21,10,73,2,东风,3级,良
2023-04-23,18.21166666666667,9.0485,0.0567999999999999,0.033,1.8175,16816666.666666668,无锡,小雨-多云,15,12,85,2,东风,3级,良
2023-04-24,16.674,9.366,0.05094,0.0455,1.8388,23240000.0,无锡,多云,15,11,45,1,东风,2级,优
2023-04-25,15.935,9.4755,0.060425,0.034925,1.938,23200000.0,无锡,多云,18,12,45,1,西风,2级,优
2023-04-26,16.748333333333335,9.678833333333332,0.0653833333333333,0.0399666666666666,1.843,26233333.33333333,无锡,多云,22,12,57,2,西风,2级,良
2023-04-27,17.368333333333332,9.5575,0.06625,0.0386666666666666,1.8265,49183333.333333336,无锡,多云,24,14,62,2,东南风,2级,良
2023-04-28,18.87666666666667,9.722,0.0659333333333333,0.0324666666666666,1.7588333333333337,30177790.0,无锡,多云-霾,27,16,65,2,无持续风向,2级,良
2023-04-29,18.8,9.414666666666667,0.0555333333333333,0.0529833333333333,1.89,14363175.0,无锡,多云-霾,22,10,65,2,西北风,3级,良
2023-04-30,19.03833333333333,9.486166666666668,0.0683166666666666,0.0399333333333333,1.8411666666666668,12369066.666666666,无锡,多云-晴,24,9,65,2,西南风,1级,良
2023-05-01,20.101666666666667,9.786,0.0497,0.03095,1.8158333333333327,16783333.333333332,无锡,晴-雾,28,11,65,2,东南风,1级,良
2023-05-02,19.50333333333333,9.193333333333332,0.025,0.0481333333333333,1.9643333333333333,31266666.666666668,无锡,雾,27,16,65,2,东南风,3级,良
2023-05-03,20.081666666666667,8.670166666666667,0.025,0.043,1.9961666666666664,52716666.66666666,无锡,多云,28,20,65,2,东南风,2级,良
2023-05-04,21.441666666666663,8.364166666666668,0.025,0.0356833333333333,1.899166666666667,65583333.333333336,无锡,多云,31,23,65,2,南风,2级,良
2023-05-05,22.166666666666668,7.894833333333334,0.025,0.0398666666666666,1.88,89350000.0,无锡,多云,23,20,43,1,西风,2级,优
2023-05-06,21.865,7.623,0.025,0.04325,1.9258333333333333,78700000.0,无锡,雨-多云,20,15,41,1,东北风,2级,优
2023-05-07,20.331666666666667,7.963999999999999,0.025,0.0623333333333333,1.9853333333333327,48700000.0,无锡,雨-多云,18,14,31,1,北风,2级,优
2023-05-08,19.405,8.631833333333335,0.025,0.0433666666666666,1.8681666666666663,9311515.0,无锡,多云,21,10,40,1,东北风,2级,优
2023-05-09,19.7925,8.374416666666669,0.025,0.0352833333333333,1.7535833333333333,6174017.5,无锡,雾,24,8,52,2,东风,2级,良
2023-05-10,20.18,8.117,0.025,0.0272,1.639,3036520.0,无锡,多云,21,12,46,1,东风,2级,优
2023-05-11,19.32,8.036666666666667,0.025,0.0302999999999999,1.8223333333333336,4143926.6666666665,无锡,多云,20,16,40,1,无持续风向,1级,优
2023-05-12,19.676,8.0158,0.025,0.02546,1.4104,3142858.0,无锡,多云,24,15,58,2,无持续风向,1级,良
2023-05-13,20.734,8.4454,0.025,0.02482,1.3408000000000002,4313384.0,无锡,雾-多云,27,13,69,2,西南风,1级,良
2023-05-14,22.984,9.1512,0.025,0.0254199999999999,1.4084,4988020.0,无锡,晴,32,19,71,2,西风,2级,良
2023-05-15,23.774,9.9866,0.025,0.02344,1.4614,4324882.0,无锡,晴,34,17,62,2,无持续风向,2级,良
2023-05-16,23.535,8.6255,0.025,0.0192833333333333,1.3781666666666668,9812826.666666666,无锡,晴,32,20,73,2,东南风,2级,良
2023-05-17,23.305,8.154333333333334,0.025,0.0296,1.625,4399105.0,无锡,多云,27,20,26,1,东南风,2级,优
2023-05-18,22.4775,8.084,0.025,0.055525,1.7675,11853492.5,无锡,多云-雾,21,19,29,1,西北风,2级,优
2023-05-19,22.548,8.258799999999999,0.025,0.0381,1.6468,8439192.0,无锡,多云-晴,26,18,32,1,无持续风向,1级,优
2023-05-20,22.21666666666667,8.196666666666667,0.025,0.0294,1.626,5336580.0,无锡,雾-多云,26,18,45,1,东南风,2级,优
2023-05-21,23.215,8.3275,0.025,0.0266,1.534,4207546.666666667,无锡,雾-多云,29,19,56,2,东风,2级,良
2023-05-22,22.045,8.310833333333333,0.025,0.0560666666666666,1.6091666666666666,11178485.0,无锡,雨-多云,20,14,79,2,东北风,2级,良
2023-05-23,21.625,8.651333333333334,0.025,0.0478083333333333,1.5631666666666666,10343690.0,无锡,雾-晴,27,15,120,3,无持续风向,2级,轻度污染
2023-05-24,21.2425,8.386,0.025,0.03955,1.51675,6553561.666666667,无锡,多云,20,15,83,2,东南风,2级,良
2023-05-25,22.235,8.617,0.025,0.0299333333333333,1.407333333333333,4249056.0,无锡,多云-晴,28,13,49,1,东南风,2级,优
2023-05-26,22.166666666666668,9.004333333333333,0.025,0.0286666666666666,1.3106666666666666,4118311.6666666665,无锡,多云,29,20,59,2,东风,2级,良
2023-05-27,22.65,8.7635,0.025,0.0238833333333333,1.0225,3717323.3333333335,无锡,雨-多云,29,22,45,1,东南风,2级,优
2023-05-28,24.118,8.535,0.025,0.02036,0.9446,3249826.0,无锡,晴-多云,36,24,46,1,无持续风向,2级,优
2023-05-29,24.43629166666667,8.403020833333333,0.025,0.02074875,0.9535083333333332,3461136.958333333,无锡,多云,35,25,58,2,无持续风向,1级,良
2023-05-30,24.754583333333336,8.271041666666667,0.025,0.0211375,0.9624166666666668,3672447.9166666665,无锡,多云,28,22,44,1,东北风,2级,优
2023-05-31,25.072875000000003,8.1390625,0.025,0.02152625,0.971325,3883758.875,无锡,多云,25,21,41,1,东北风,2级,优
2023-06-01,25.391166666666667,8.007083333333334,0.025,0.021915,0.9802333333333332,4095069.8333333335,无锡,多云,29,22,46,1,东风,1级,优
2023-06-02,25.70945833333333,7.875104166666667,0.025,0.02230375,0.9891416666666666,4306380.791666667,无锡,多云,34,19,52,2,西北风,2级,良
2023-06-03,26.02775,7.743125,0.025,0.0226924999999999,0.99805,4517691.75,无锡,多云,28,22,52,2,东风,2级,良
2023-06-04,26.346041666666668,7.611145833333333,0.025,0.0230812499999999,1.0069583333333332,4729002.708333334,无锡,多云,26,21,52,2,东风,2级,良
2023-06-05,26.66433333333333,7.479166666666667,0.025,0.0234699999999999,1.0158666666666667,4940313.666666667,无锡,多云,21,17,44,1,西北风,2级,优
2023-06-06,26.982625,7.3471875,0.025,0.0238587499999999,1.024775,5151624.625,无锡,多云,26,17,36,1,西北风,2级,优
2023-06-07,27.300916666666662,7.215208333333333,0.025,0.0242474999999999,1.0336833333333333,5362935.583333334,无锡,晴-多云,29,16,48,1,南风,1级,优
2023-06-08,27.619208333333333,7.0832291666666665,0.025,0.02463625,1.0425916666666666,5574246.541666667,无锡,多云,32,23,47,1,西风,1级,优
2023-06-09,27.9375,6.95125,0.025,0.025025,1.0515,5785557.5,无锡,多云-晴,34,23,66,2,南风,1级,良
2023-06-10,27.97666666666667,6.244833333333333,0.025,0.0285666666666666,1.0626666666666666,4367760.0,无锡,晴,35,23,76,2,无持续风向,2级,良
2023-06-11,27.481666666666666,7.845166666666667,0.025,0.03795,0.9565,4792925.0,无锡,多云-霾,30,21,54,2,东风,2级,良
2023-06-12,27.27333333333333,7.759166666666666,0.025,0.0275666666666666,0.8188333333333334,3474241.6666666665,无锡,多云,29,21,39,1,东风,2级,优
2023-06-13,27.015,7.8165,0.025,0.0299666666666666,0.8011666666666667,4151920.0,无锡,多云,27,22,34,1,东风,2级,优
2023-06-14,27.141666666666666,7.8775,0.025,0.02535,0.8206666666666665,3592310.0,无锡,雾-晴,31,20,65,2,无持续风向,1级,良
2023-06-15,27.776,7.609,0.025,0.0528666666666666,0.8346,5358742.0,无锡,雾-晴,33,19,84,2,无持续风向,1级,良
2023-06-16,27.12833333333333,7.405,0.025,0.0355333333333333,0.8778333333333334,9116096.666666666,无锡,多云,30,22,69,2,东南风,2级,良
2023-06-17,25.72,7.495833333333334,0.03575,0.0476833333333333,1.1043333333333332,13133333.333333334,无锡,多云,25,21,31,1,东南风,2级,优
2023-06-18,24.995,7.174333333333333,0.0673666666666666,0.0431666666666666,1.1363333333333332,15700000.0,无锡,多云,26,22,16,1,东风,1级,优
2023-06-19,25.035,7.032333333333334,0.08045,0.03585,0.8433333333333334,18483333.33333333,无锡,雾-雨,27,24,18,1,东南风,1级,优
2023-06-20,25.968,7.3504,0.09535,0.0429499999999999,0.9821666666666666,19633333.33333333,无锡,晴-多云,30,24,33,1,西风,2级,优
2023-06-21,27.641666666666666,8.667666666666667,0.0620333333333333,0.0443833333333333,1.1516666666666666,24742857.14285714,无锡,多云-晴,33,22,79,2,东北风,1级,良
2023-06-22,27.290000000000003,8.634,0.025,0.03955,0.7133333333333334,29852380.952380955,无锡,阴,31,22,53,2,无持续风向,1级,良
2023-06-23,27.264000000000003,8.3396,0.025,0.04415,0.7793333333333333,34961904.76190476,无锡,阴,29,21,45,1,东南风,3级,优
2023-06-24,27.238000000000003,8.045200000000001,0.0410666666666666,0.05825,1.0273333333333332,40071428.571428575,无锡,小雨,23,20,26,1,东南风,1级,优
2023-06-25,27.212,7.750800000000001,0.0601666666666666,0.0377166666666666,0.7323333333333334,45180952.38095239,无锡,小雨,26,23,21,1,东南风,1级,优
2023-06-26,27.186,7.4564,0.0645,0.0385999999999999,0.8293333333333334,50290476.190476194,无锡,大雨-阴,29,23,20,1,西南风,2级,优
2023-06-27,27.16,7.162000000000001,0.0677499999999999,0.0360166666666666,0.7995,55400000.0,无锡,晴,31,23,26,1,东南风,2级,优
2023-06-28,28.668333333333333,7.975333333333334,0.0438166666666666,0.0369666666666666,0.9696666666666666,4904280.0,无锡,晴,35,26,30,1,西南风,2级,优
2023-06-29,29.491666666666664,9.795166666666669,0.025,0.0326333333333333,0.7555,11453930.0,无锡,大雨-多云,35,26,26,1,西南风,1级,优
2023-06-30,29.011666666666667,8.480833333333333,0.0283,0.0304666666666666,0.7053333333333333,13183333.333333334,无锡,中雨-多云,30,24,20,1,西北风,1级,优
2023-07-01,29.68,7.734999999999999,0.0446666666666666,0.0276166666666666,0.733,10644290.0,无锡,中雨-多云,34,24,30,1,西北风,1级,优
2023-07-02,29.87333333333333,7.695833333333333,0.0681333333333333,0.02845,0.7280000000000001,11600000.0,无锡,大雨-多云,34,25,42,1,东南风,1级,优
2023-07-03,30.011666666666667,7.832833333333333,0.0370333333333333,0.0281,0.635,11533333.333333334,无锡,阴-多云,35,25,31,1,东南风,1级,优
2023-07-04,30.656666666666663,8.670833333333334,0.02585,0.0267666666666666,0.6713333333333334,11505748.333333334,无锡,多云-阴,35,28,26,1,西南风,2级,优
2023-07-05,30.175,8.179,0.0293,0.0312666666666666,0.6678333333333333,10122558.333333334,无锡,多云,34,24,44,1,西南风,2级,优
2023-07-06,30.801666666666662,8.678833333333333,0.0377833333333333,0.0267666666666666,0.7121666666666666,10469051.666666666,无锡,多云,35,26,33,1,西南风,2级,优
2023-07-07,31.041666666666668,8.8955,0.0355833333333333,0.0255666666666666,0.7403333333333334,11516666.666666666,无锡,多云-阴,31,27,32,1,东北风,2级,优
2023-07-08,31.03842105263158,8.81857894736842,0.0350263157894736,0.0260526315789473,0.7223684210526317,24068421.05263158,无锡,中雨-阴,31,26,20,1,西南风,1级,优
2023-07-09,31.035175438596493,8.741657894736843,0.034469298245614,0.026538596491228,0.7044035087719299,36620175.438596494,无锡,多云,33,27,27,1,西南风,2级,优
2023-07-10,31.03192982456141,8.664736842105263,0.0339122807017543,0.0270245614035087,0.6864385964912281,49171929.8245614,无锡,阴-多云,32,24,23,1,东南风,2级,优
2023-07-11,31.02868421052632,8.587815789473684,0.0333552631578947,0.0275105263157894,0.6684736842105263,61723684.21052632,无锡,多云-晴,37,26,41,1,东南风,2级,优
2023-07-12,31.025438596491227,8.510894736842106,0.032798245614035,0.0279964912280701,0.6505087719298246,74275438.59649123,无锡,晴-多云,38,28,52,2,东南风,1级,良
2023-07-13,31.02219298245614,8.433973684210526,0.0322412280701754,0.0284824561403508,0.6325438596491229,86827192.98245615,无锡,多云,34,30,44,1,西南风,2级,优
2023-07-14,31.018947368421053,8.357052631578947,0.0316842105263157,0.0289684210526315,0.6145789473684211,99378947.36842106,无锡,阴-多云,36,29,37,1,西南风,1级,优
2023-07-15,31.015701754385965,8.280131578947369,0.0311271929824561,0.0294543859649122,0.5966140350877194,111930701.75438598,无锡,多云,34,27,35,1,西北风,2级,优
2023-07-16,31.01245614035088,8.20321052631579,0.0305701754385964,0.0299403508771929,0.5786491228070176,124482456.1403509,无锡,小雨-多云,31,24,44,1,东北风,1级,优
2023-07-17,31.00921052631579,8.12628947368421,0.0300131578947368,0.0304263157894736,0.5606842105263159,137034210.5263158,无锡,多云,32,25,21,1,东北风,2级,优
2023-07-18,31.005964912280703,8.049368421052632,0.0294561403508771,0.0309122807017543,0.542719298245614,149585964.9122807,无锡,晴-多云,33,26,20,1,东北风,2级,优
2023-07-19,31.002719298245616,7.972447368421053,0.0288991228070175,0.031398245614035,0.5247543859649123,162137719.2982456,无锡,多云,31,26,23,1,东北风,2级,优
2023-07-20,30.99947368421053,7.895526315789474,0.0283421052631578,0.0318842105263157,0.5067894736842106,174689473.68421054,无锡,中雨-小雨,29,25,22,1,东南风,1级,优
2023-07-21,30.99622807017544,7.818605263157895,0.0277850877192982,0.0323701754385964,0.4888245614035088,187241228.07017544,无锡,雾-多云,34,26,25,1,东南风,1级,优
2023-07-22,30.99298245614035,7.741684210526316,0.0272280701754385,0.0328561403508771,0.470859649122807,199792982.4561404,无锡,小雨-阴,31,25,18,1,西南风,2级,优
