date,ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7,density_mean,density_lower,density_upper
2021-01-02,0.09625862538814545,-0.42724937200546265,4.679054260253906,0.4486345946788788,-576.9959716796875,-0.04176734387874603,1388.0,557.0,1244.0,1509.0,212.0,207.0,94.0,2466880.3333333335,2194850.5194516205,2738910.1472150465
2021-01-03,0.09841269999742508,-0.35361918807029724,25.566667556762695,0.4468524158000946,-513.6412353515625,-0.0294214878231287,1468.0,701.0,1278.0,1557.0,268.0,290.0,134.0,2329588.3333333335,2152933.114731741,2506243.551934926
2021-01-04,-0.03514072299003601,-0.06404129415750504,0.1590542197227478,-0.037357453256845474,-233.69949340820312,-0.04314938932657242,2783.0,2448.0,3255.0,3034.0,2638.0,2312.0,1813.0,2112371.8333333335,1932278.149344465,2292465.5173222017
2021-01-05,0.010582451708614826,-0.004922067280858755,0.08764241635799408,-0.0001648532779654488,-41.503517150878906,0.005004512146115303,6125.0,6065.0,5937.0,6064.0,6067.0,6039.0,4750.0,2863050.6666666665,2491680.2504594945,3234421.0828738385
2021-01-06,0.004524887073785067,0.003912314306944609,-0.04928034916520119,0.0493314303457737,1055.7879638671875,0.001748688519001007,8020.0,8083.0,7920.0,7992.0,7323.0,3404.0,1614.0,2690222.0,2441698.882888178,2938745.117111822
2021-01-07,-0.03596172854304314,0.0038100075908005238,-0.019155457615852356,0.034374453127384186,530.8552856445312,0.0033256588503718376,5883.0,5928.0,6280.0,5844.0,5534.0,3624.0,2306.0,4251985.333333333,3722108.522796188,4781862.1438704785
2021-01-08,0.02849583079417546,-0.0936864089841644,-0.7403023739655813,0.11128318806489308,216.9353535970052,-0.014582800989349682,4377.333333333333,4203.333333333333,4553.333333333333,4399.666666666667,3835.333333333333,2559.666666666667,1624.3333333333335,3590474.6666666665,3149856.0314667346,4031093.301866599
2021-01-09,0.09295339013139406,-0.19118282555912933,-1.4614492903153102,0.18819192300240198,-96.98457845052087,-0.0324912608290712,2871.6666666666665,2478.6666666666665,2826.6666666666665,2955.3333333333335,2136.6666666666665,1495.3333333333335,942.6666666666667,2928964.0,2577603.5401372807,3280324.4598627193
2021-01-10,0.15741094946861267,-0.28867924213409424,-2.182596206665039,0.2651006579399109,-410.9045104980469,-0.050399720668792725,1366.0,754.0,1100.0,1511.0,438.0,431.0,261.0,2267453.3333333335,2005351.0488078273,2529555.6178588397
2021-01-11,0.05404040589928627,-0.17055438458919525,1.2966375350952148,0.047436878085136414,-381.69146728515625,-0.03856680914759636,1932.0,1369.0,1873.0,2087.0,1245.0,1089.0,759.0,2167271.0,1405847.8143098466,2928694.1856901534
2021-01-12,0.16563524305820465,-0.283643901348114,-1.0900700092315674,0.22695034742355347,-452.7185974121094,-0.016185337677598,1550.0,865.0,1146.0,1601.0,545.0,470.0,365.0,3511082.8333333335,3025290.8045484964,3996874.8621181706
2021-01-13,0.15031258761882782,-0.3254680633544922,-5.031934380531311,0.2763965278863907,-506.8085479736328,-0.03293738979846239,1540.0,786.5,1217.0,1645.5,452.5,393.0,293.5,3475014.5,2998218.291022492,3951810.708977508
2021-01-14,0.134989932179451,-0.36729222536087036,-8.973798751831055,0.3258427083492279,-560.8984985351562,-0.04968944191932678,1530.0,708.0,1288.0,1690.0,360.0,316.0,222.0,3438946.1666666665,2971145.777496488,3906746.555836845
2021-01-15,0.060619184747338295,-0.1909027500078082,-4.442705642431974,0.18695197254419327,-173.97537994384766,-0.02716007176786661,2914.5,2442.0,2874.0,3014.5,2076.5,1526.5,962.0,3638543.833333333,3201009.7395362044,4076077.927130462
