ndci,ndvi,evi,ndwi,b1,b2,b5,density_mean,density_lower,density_upper
0.09625862538814545,-0.42724937200546265,4.679054260253906,0.4486345946788788,1388.0,557.0,212.0,7334620.0,5546074.601405852,9123165.398594148
0.09841269999742508,-0.35361918807029724,25.566667556762695,0.4468524158000946,1468.0,701.0,268.0,5136341.666666667,3689354.603590767,6583328.729742567
-0.03514072299003601,-0.06404129415750504,0.1590542197227478,-0.037357453256845474,2783.0,2448.0,2638.0,3622895.0,2938557.904018173,4307232.095981827
0.010582451708614826,-0.004922067280858755,0.08764241635799408,-0.0001648532779654488,6125.0,6065.0,6067.0,3845083.3333333335,2955843.6350836456,4734323.031583021
0.004524887073785067,0.003912314306944609,-0.04928034916520119,0.0493314303457737,8020.0,8083.0,7323.0,3924880.0,3191972.997803077,4657787.002196923
-0.03596172854304314,0.0038100075908005238,-0.019155457615852356,0.034374453127384186,5883.0,5928.0,5534.0,8621175.0,6709198.740594843,10533151.259405157
0.15741094946861267,-0.28867924213409424,-2.182596206665039,0.2651006579399109,1366.0,754.0,438.0,5465925.0,4945179.220086115,5986670.779913885
0.05404040589928627,-0.17055438458919525,1.2966375350952148,0.047436878085136414,1932.0,1369.0,1245.0,4806896.666666667,4313548.217822802,5300245.115510532
0.16563524305820465,-0.283643901348114,-1.0900700092315674,0.22695034742355347,1550.0,865.0,545.0,4986473.333333333,4494405.727158673,5478540.939507993
0.134989932179451,-0.36729222536087036,-8.973798751831055,0.3258427083492279,1530.0,708.0,360.0,3195135.0,2832973.5446559577,3557296.4553440423
-0.013751562684774399,-0.014513274654746056,0.08838746696710587,0.04806123673915863,4299.0,4176.0,3793.0,4167043.3333333335,3694864.01364293,4639222.6530237375
0.12102874368429184,-0.3363363444805145,40.975608825683594,0.24741297960281372,1335.0,663.0,400.0,4889243.333333333,4396043.272898185,5382443.393768481
0.13116726279258728,-0.37139809131622314,-9.802817344665527,0.38588234782218933,1285.0,589.0,261.0,4948865.0,3629911.468022055,6267818.531977945
0.15121059119701385,-0.35853132605552673,-1.4121650457382202,0.5570117831230164,1258.0,594.0,169.0,5522246.666666667,5099983.995839506,5944509.337493828
0.02612052857875824,0.0054319859482347965,0.545976996421814,0.028424376621842384,8697.0,8792.0,8306.0,4939941.666666667,4056221.1847744435,5823662.14855889
-0.013158791698515415,-0.008358502760529518,0.053153473883867264,0.09247078746557236,7178.0,7059.0,5864.0,3661231.6666666665,3287830.4615635313,4034632.8717698017
-0.023275047540664673,0.006895731668919325,-0.045529477298259735,0.0338134765625,8353.0,8469.0,7915.0,2783510.0,2285498.607748425,3281521.392251575
0.000830564764328301,-0.00645570969209075,0.05322862043976784,0.004493901040405035,4755.0,4694.0,4652.0,2215915.0,2102198.9549219664,2329631.0450780336
-0.0037296037189662457,0.00376662309281528,-0.04039571434259415,0.006784887984395027,6480.0,6529.0,6441.0,2445665.0,2209746.9291999587,2681583.0708000413
0.007670018821954727,-0.0023032412864267826,0.033166155219078064,0.06258226931095123,8921.0,8880.0,7834.0,2474937.5,2001862.581688594,2948012.418311406
-0.029718559235334396,-0.1187947615981102,0.28327444195747375,0.05843963101506233,2265.0,1784.0,1587.0,3256223.3333333335,2614934.082921977,3897512.58374469
0.04497724771499634,0.008336706086993217,0.125091090798378,0.03197481855750084,6126.0,6229.0,5843.0,4013775.0,2972366.516484212,5055183.483515788
0.00277718435972929,0.00261724554002285,-0.029581068083643913,0.030986325815320015,7050.0,7087.0,6661.0,6292968.333333333,4787586.4322445495,7798350.234422117
-0.00384846655651927,-0.0006033546524122357,0.005473453551530838,0.11918918788433075,8292.0,8282.0,6518.0,7093688.333333333,4606945.63987691,9580431.026789756
0.01448675524443388,-0.16271963715553284,0.6353151798248291,0.1651311069726944,2283.0,1644.0,1178.0,4749653.333333333,4396016.941414693,5103289.725251973
0.060248855501413345,-0.28057554364204407,7.0340681076049805,0.4331210255622864,1602.0,900.0,356.0,5966705.0,4974628.019677602,6958781.980322398
0.12504839897155762,-0.36345580220222473,-4.518518447875977,0.33820459246635437,1373.0,641.0,317.0,5774480.0,4794299.9798588455,6754660.0201411545
-0.0022601191885769367,-6.877106352476403e-05,0.0006280618254095316,0.03215730935335159,7271.0,7270.0,6817.0,5933431.666666667,5002981.037722224,6863882.29561111
0.08885850757360458,-0.35119616985321045,2.1677496433258057,0.40956342220306396,1412.0,678.0,284.0,7373201.666666667,5898897.566354512,8847505.76697882
0.005222477484494448,0.011869129724800587,-0.13755980134010315,0.03243470937013626,4787.0,4902.0,4594.0,6903171.666666667,5800617.778768955,8005725.554564379
-0.0030190632678568363,0.0022687609307467937,-0.01826355792582035,0.058227382600307465,5717.0,5743.0,5111.0,7293813.333333333,6338641.83517577,8248984.831490896
0.0036386449355632067,-0.007837188430130482,0.08011370897293091,0.1333477795124054,7973.0,7849.0,6002.0,4885790.0,4492741.493625397,5278838.506374603
0.0003308701852802187,-0.019374068826436996,0.13916337490081787,0.03284230828285217,4446.0,4277.0,4005.0,3317031.6666666665,3103730.8274085727,3530332.5059247604
0.02831239067018032,-0.009214774705469608,0.2697095572948456,0.012964006513357162,6407.0,6290.0,6129.0,4131796.6666666665,2476843.6342571136,5786749.699076219
0.015121630392968655,0.008914358913898468,-0.22489960491657257,0.06075313687324524,6226.0,6338.0,5612.0,2542080.0,2143443.597093505,2940716.402906495
0.006326968781650066,0.0038148947060108185,-0.060964833945035934,0.07737953960895538,9009.0,9078.0,7774.0,3541215.0,2538276.388386134,4544153.611613866
0.04102747142314911,-0.2628750503063202,1.8435930013656616,0.2256142944097519,1410.0,823.0,520.0,5437905.0,4340259.9390695505,6535550.0609304495
-0.00582209462299943,0.004430241882801056,-0.04856687784194946,0.02194635383784771,6854.0,6915.0,6618.0,6128648.333333333,5636420.210711144,6620876.455955522
0.09729930013418198,-0.1839776486158371,1.5262751579284668,0.18458418548107147,1271.0,876.0,603.0,4346680.0,1777943.362368727,6915416.637631273
0.14474353194236755,-0.31368187069892883,-1.0151188373565674,0.5104039311408997,1181.0,617.0,200.0,6819505.0,6096851.491668964,7542158.508331036
0.039069488644599915,-0.22304180264472961,2.9981114864349365,0.4504918158054352,1741.0,1106.0,419.0,8308315.0,7530300.876286331,9086329.12371367
0.001792218303307891,-0.00608378229662776,0.06437768042087555,0.1848321557044983,8682.0,8577.0,5901.0,6502443.333333333,5413620.4959542155,7591266.1707124505
-0.02354295365512371,-0.004045962356030941,0.02259852923452854,0.1435827612876892,9306.0,9231.0,6913.0,6996275.0,6393243.075649176,7599306.924350824
-0.009306260384619236,-0.012949639931321144,0.07550335675477982,0.030744336545467377,4576.0,4459.0,4193.0,6269323.333333333,5500408.842850177,7038237.823816489
-0.00918148085474968,0.003470630617812276,-0.027601292356848717,0.039126601070165634,7609.0,7662.0,7085.0,4194265.0,3465696.922818576,4922833.077181424
0.007963347248733044,-0.0001072156082955189,0.0017182130832225084,0.050106968730688095,9328.0,9326.0,8436.0,3900176.6666666665,2543915.778602833,5256437.5547305
0.003826130647212267,0.010252905078232288,-0.11321531236171722,0.04660744220018387,7964.0,8129.0,7405.0,6302293.333333333,4942469.786303135,7662116.880363531
0.07912146300077438,-0.2166367471218109,-3.951965093612671,0.16303865611553192,2033.0,1309.0,942.0,4433168.333333333,3467581.992098463,5398754.674568203
-0.03253795951604843,0.0014805278042331338,-0.007047432474792004,0.10270040482282639,7756.0,7779.0,6330.0,3160203.3333333335,2420275.966291667,3900130.700375
0.011926493607461452,0.014655879698693752,-0.3446374535560608,0.0446644127368927,8404.0,8654.0,7914.0,5609458.333333333,4240472.808274596,6978443.85839207
-0.00046948358067311347,0.004221388138830662,-0.04078857973217964,0.06723160296678543,8492.0,8564.0,7485.0,4935435.0,4439504.7745674,5431365.2254326
