ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7,density_mean,density_lower,density_upper,date
0.09625862538814545,-0.42724937200546265,4.679054260253906,0.4486345946788788,-576.9959716796875,-0.04176734387874603,1388.0,557.0,1244.0,1509.0,212.0,207.0,94.0,7334620.0,5546074.601405852,9123165.398594148,2021-01-02
0.09841269999742508,-0.35361918807029724,25.566667556762695,0.4468524158000946,-513.6412353515625,-0.0294214878231287,1468.0,701.0,1278.0,1557.0,268.0,290.0,134.0,5136341.666666667,3689354.603590767,6583328.729742567,2021-01-03
-0.03514072299003601,-0.06404129415750504,0.1590542197227478,-0.037357453256845474,-233.69949340820312,-0.04314938932657242,2783.0,2448.0,3255.0,3034.0,2638.0,2312.0,1813.0,3622895.0,2938557.904018173,4307232.095981827,2021-01-04
0.010582451708614826,-0.004922067280858755,0.08764241635799408,-0.0001648532779654488,-41.503517150878906,0.005004512146115303,6125.0,6065.0,5937.0,6064.0,6067.0,6039.0,4750.0,3845083.3333333335,2955843.6350836456,4734323.031583021,2021-01-05
0.004524887073785067,0.003912314306944609,-0.04928034916520119,0.0493314303457737,1055.7879638671875,0.001748688519001007,8020.0,8083.0,7920.0,7992.0,7323.0,3404.0,1614.0,3924880.0,3191972.997803077,4657787.002196923,2021-01-06
-0.03596172854304314,0.0038100075908005238,-0.019155457615852356,0.034374453127384186,530.8552856445312,0.0033256588503718376,5883.0,5928.0,6280.0,5844.0,5534.0,3624.0,2306.0,8621175.0,6709198.740594843,10533151.259405157,2021-01-07
0.15741094946861267,-0.28867924213409424,-2.182596206665039,0.2651006579399109,-410.9045104980469,-0.050399720668792725,1366.0,754.0,1100.0,1511.0,438.0,431.0,261.0,5465925.0,4945179.220086115,5986670.779913885,2021-01-10
0.05404040589928627,-0.17055438458919525,1.2966375350952148,0.047436878085136414,-381.69146728515625,-0.03856680914759636,1932.0,1369.0,1873.0,2087.0,1245.0,1089.0,759.0,4806896.666666667,4313548.217822802,5300245.115510532,2021-01-11
0.16563524305820465,-0.283643901348114,-1.0900700092315674,0.22695034742355347,-452.7185974121094,-0.016185337677598,1550.0,865.0,1146.0,1601.0,545.0,470.0,365.0,4986473.333333333,4494405.727158673,5478540.939507993,2021-01-12
0.134989932179451,-0.36729222536087036,-8.973798751831055,0.3258427083492279,-560.8984985351562,-0.04968944191932678,1530.0,708.0,1288.0,1690.0,360.0,316.0,222.0,3195135.0,2832973.5446559577,3557296.4553440423,2021-01-14
-0.013751562684774399,-0.014513274654746056,0.08838746696710587,0.04806123673915863,212.94773864746094,-0.004630701616406441,4299.0,4176.0,4460.0,4339.0,3793.0,2737.0,1702.0,4167043.3333333335,3694864.01364293,4639222.6530237375,2021-01-16
