date,GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,GMT_1200_PAR,GMT_1500_PAR,GMT_1800_PAR,GMT_2100_PAR,DAPAR,PDVI,MPAR,APAR,PPDI,PAI,density_mean,density_lower,density_upper
2023-10-19,114.55705261230469,321.10601806640625,195.6508026123047,18.77419090270996,0.0,0.0,0.0,0.0,650.0880641937256,321106018.06640625,33.5924252404107,0.0,0.375,-0.9999999984617469,19016666.666666668,16429062.489483114,21604270.84385022
2023-10-20,32.25754165649414,107.51702117919922,290.55010986328125,37.126163482666016,0.0,0.0,0.0,0.0,467.4508361816406,290550109.86328125,28.699174245198567,0.0,0.25,-0.9999999978607376,23083333.333333332,20715371.753314678,25451294.913351987
2023-10-21,128.1420135498047,332.8247375488281,254.64710998535156,24.763591766357422,0.0,0.0,0.0,0.0,740.3774528503418,332824737.5488281,34.2290161980523,0.0,0.375,-0.9999999986493376,22766666.666666668,15544983.489518067,29988349.843815267
2023-10-22,96.02759552001953,294.1025390625,275.6102294921875,30.237939834594727,0.0,0.0,0.0,0.0,695.9783039093018,294102539.0625,29.318288803100586,0.0,0.375,-0.9999999985631736,21733333.333333332,18259221.430830605,25207445.23583606
2023-10-23,90.72281646728516,286.80615234375,254.8583526611328,24.05230140686035,0.0,0.0,0.0,0.0,656.4396228790283,286806152.34375,29.19487232632107,0.0,0.375,-0.9999999984766307,15333333.333333334,12803659.06356833,17863007.60309834
2023-10-24,108.32061767578125,312.20233154296875,232.0966033935547,20.156293869018555,0.0,0.0,0.0,0.0,672.7758464813232,312202331.54296875,32.44955974155002,0.0,0.375,-0.9999999985136209,15850000.0,9920608.552867055,21779391.447132945
2023-10-25,58.621360778808594,202.1145782470703,145.48870849609375,12.105584144592285,0.0,0.0,0.0,0.0,418.33023166656494,202114578.2470703,21.11211045583089,0.0,0.375,-0.9999999976095441,12366666.666666666,11757978.751739996,12975354.581593337
2023-10-26,87.12259674072266,281.5528869628906,221.74330139160156,18.08755111694336,0.0,0.0,0.0,0.0,608.5063362121582,281552886.9628906,29.27392620510525,0.0,0.375,-0.9999999983566318,13583333.333333334,12765100.169063447,14401566.49760322
2023-10-27,71.28517150878906,246.71334838867188,202.77940368652344,16.081796646118164,0.0,0.0,0.0,0.0,536.8597202301025,246713348.38867188,25.625727971394856,0.0,0.375,-0.999999998137316,14300000.0,13116402.320606083,15483597.679393917
2023-10-28,63.186119079589844,221.8262176513672,171.05128479003906,13.106813430786133,0.0,0.0,0.0,0.0,469.1704349517822,221826217.6513672,23.191044913397896,0.0,0.375,-0.9999999978685784,14883333.333333334,13745613.781871825,16021052.884794842
2023-10-29,115.62288665771484,317.46954345703125,272.2047119140625,27.521068572998047,0.0,0.0,0.0,0.0,732.8182106018066,317469543.45703125,32.21649720933702,0.0,0.375,-0.9999999986354051,14050000.0,13723006.829836871,14376993.170163129
2023-10-30,81.02484130859375,271.90301513671875,223.85501098632812,16.665693283081055,0.0,0.0,0.0,0.0,593.4485607147217,271903015.13671875,28.359702428181965,0.0,0.375,-0.999999998314934,13750000.0,12977932.472728798,14522067.527271202
2023-10-31,107.57188415527344,308.8460388183594,246.45993041992188,19.4318790435791,0.0,0.0,0.0,0.0,682.3097324371338,308846038.8183594,32.15712886386447,0.0,0.375,-0.9999999985343899,13466666.666666666,12881577.575634843,14051755.75769849
2023-11-01,86.99388885498047,283.1524658203125,266.28912353515625,24.379554748535156,0.0,0.0,0.0,0.0,660.8150329589844,283152465.8203125,28.752545674641926,0.0,0.375,-0.9999999984867173,12600000.0,11909812.779022967,13290187.220977033
2023-11-02,108.47321319580078,309.2005615234375,237.72767639160156,16.882049560546875,0.0,0.0,0.0,0.0,672.2835006713867,309200561.5234375,32.479834662543404,0.0,0.375,-0.9999999985125323,12900000.0,11994714.777910667,13805285.222089333
2023-11-03,54.3375129699707,197.035888671875,191.75587463378906,12.15197467803955,0.0,0.0,0.0,0.0,455.2812509536743,197035888.671875,20.542657110426163,0.0,0.25,-0.9999999978035555,11911805.0,8389918.84182062,15433691.15817938
2023-11-04,43.257389068603516,159.83889770507812,118.5584487915039,7.234601974487305,0.0,0.0,0.0,0.0,328.88933753967285,159838897.70507812,16.956032858954536,0.0,0.375,-0.9999999969594636,13433718.833333334,11766123.542543955,15101314.124122713
2023-11-05,90.16177368164062,289.0654602050781,221.75729370117188,13.358390808105469,0.0,0.0,0.0,0.0,614.3429183959961,289065460.2050781,30.63411882188585,0.0,0.375,-0.9999999983722446,13394713.666666666,9204271.333433844,17585155.999899488
2023-11-06,66.85411834716797,244.7316436767578,245.7334747314453,16.89341926574707,0.0,0.0,0.0,0.0,574.2126560211182,245733474.7314453,25.426672829522026,0.0,0.25,-0.999999998258485,16633333.333333334,14087009.098065738,19179657.56860093
2023-11-07,102.1509780883789,301.0118103027344,221.84584045410156,12.672243118286133,0.0,0.0,0.0,0.0,637.680871963501,301011810.3027344,32.03772968716092,0.0,0.375,-0.9999999984318175,14016666.666666666,12743001.753468884,15290331.579864448
2023-11-08,58.213294982910156,221.6131591796875,213.1466522216797,11.521988868713379,0.0,0.0,0.0,0.0,504.4950952529907,221613159.1796875,23.343463367886013,0.0,0.25,-0.9999999980178201,13769672.166666666,11366068.417829491,16173275.91550384
2023-11-09,17.509485244750977,67.02722930908203,19.971681594848633,0.9804374575614929,0.0,0.0,0.0,0.0,105.48883360624313,67027229.30908203,7.338532427946727,0.0,0.375,-0.9999999905203237,13997691.5,11785864.998417476,16209518.001582524
2023-11-10,6.27338981628418,24.190736770629883,30.158164978027344,1.4166033267974854,0.0,0.0,0.0,0.0,62.03889489173889,30158164.978027344,3.193506850136651,0.0,0.25,-0.99999998388108,15650000.0,13309598.040221866,17990401.959778134
2023-11-11,25.218542098999023,98.2569351196289,49.26952362060547,2.202125072479248,0.0,0.0,0.0,0.0,174.94712591171265,98256935.1196289,10.672756671905518,0.0,0.375,-0.9999999942839873,12265230.0,8402641.657799833,16127818.342200167
2023-11-12,9.385542869567871,36.80436706542969,49.98542404174805,2.126692771911621,0.0,0.0,0.0,0.0,98.30202674865723,49985424.04174805,5.317636807759603,0.0,0.25,-0.9999999898272699,14350000.0,13743243.596380448,14956756.403619552
2023-11-13,74.95233154296875,265.71905517578125,227.81246948242188,10.60592269897461,0.0,0.0,0.0,0.0,579.0897789001465,265719055.17578125,28.345903608534073,0.0,0.375,-0.999999998273152,11332574.5,9824831.173280738,12840317.826719262
2023-11-14,67.97895050048828,253.06283569335938,188.4014434814453,7.221439361572266,0.0,0.0,0.0,0.0,516.6646690368652,253062835.69335938,27.315710703531902,0.0,0.375,-0.9999999980645087,10167906.0,9355947.099790022,10979864.900209978
2023-11-15,20.780845642089844,83.58785247802734,215.164306640625,9.118029594421387,0.0,0.0,0.0,0.0,328.6510343551636,215164306.640625,22.894030782911514,0.0,0.25,-0.9999999969572589,10734001.333333334,9400016.962378372,12067985.704288296
2023-11-16,51.43717575073242,209.38601684570312,71.1371078491211,2.4052631855010986,0.0,0.0,0.0,0.0,334.36556363105774,209386016.84570312,22.997861517800224,0.0,0.375,-0.9999999970092615,9896137.0,9221140.504711848,10571133.495288152
2023-11-17,88.8445816040039,283.3684387207031,239.2459259033203,9.963852882385254,0.0,0.0,0.0,0.0,621.4227991104126,283368438.7207031,30.378287315368652,0.0,0.375,-0.9999999983907897,10983333.333333334,10286835.873818146,11679830.792848522
2023-11-18,71.82012939453125,261.3011169433594,225.1678009033203,7.8637166023254395,0.0,0.0,0.0,0.0,566.1527638435364,261301116.94335938,28.15971114900377,0.0,0.375,-0.9999999982336922,10582576.166666666,9721039.555745704,11444112.777587628
2023-11-19,86.33122253417969,280.02911376953125,236.2352294921875,8.464042663574219,0.0,0.0,0.0,0.0,611.0596084594727,280029113.76953125,30.17389678955078,0.0,0.375,-0.9999999983634984,11250000.0,10636944.918189783,11863055.081810217
2023-11-20,71.26122283935547,260.67010498046875,231.4097442626953,7.40575647354126,0.0,0.0,0.0,0.0,570.7468285560608,260670104.98046875,28.140483167436386,0.0,0.25,-0.9999999982479096,11783333.333333334,10135365.56126442,13431301.105402248
2023-11-21,63.323158264160156,246.98170471191406,200.23240661621094,4.84386682510376,0.0,0.0,0.0,0.0,515.3811364173889,246981704.71191406,26.904204209645588,0.0,0.25,-0.9999999980596884,9992050.5,9263625.006538136,10720475.993461864
2023-11-22,82.47899627685547,274.9203796386719,130.3660125732422,2.775036096572876,0.0,0.0,0.0,0.0,490.5404245853424,274920379.6386719,30.238371504677666,0.0,0.375,-0.999999997961432,9246037.333333334,8173356.67329454,10318717.993372127
2023-11-23,51.668601989746094,219.30809020996094,156.5061798095703,2.995349645614624,0.0,0.0,0.0,0.0,430.47822165489197,219308090.20996094,24.034748951594036,0.0,0.25,-0.9999999976770021,7216423.5,4129851.4535587705,10302995.546441229
2023-11-24,80.83740234375,272.8486328125,229.729736328125,5.107672214508057,0.0,0.0,0.0,0.0,588.523443698883,272848632.8125,29.748995621999104,0.0,0.375,-0.9999999983008323,10039493.333333334,7031891.269887211,13047095.396779457
2023-11-25,62.563255310058594,248.04632568359375,201.08657836914062,3.284214735031128,0.0,0.0,0.0,0.0,514.9803740978241,248046325.68359375,27.195790105395847,0.0,0.25,-0.9999999980581784,5621589.333333333,2545000.764153186,8698177.90251348
2023-11-26,16.025745391845703,70.2511978149414,16.862489700317383,0.22053523361682892,0.0,0.0,0.0,0.0,103.35996814072132,70251197.8149414,7.7811847312582865,0.0,0.375,-0.9999999903250746,6409181.0,2633569.815838571,10184792.184161428
2023-11-27,56.49851608276367,235.68966674804688,219.18466186523438,3.0762922763824463,0.0,0.0,0.0,0.0,514.4491369724274,235689666.74804688,25.845930496851604,0.0,0.25,-0.9999999980561732,5668324.066666666,2078178.2078472865,9258469.925486047
2023-11-28,49.787174224853516,219.07260131835938,176.08013916015625,1.707869052886963,0.0,0.0,0.0,0.0,446.6477837562561,219072601.31835938,24.151636918385822,0.0,0.25,-0.9999999977610994,9067737.0,8687901.30136618,9447572.69863382
