date,ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7,density_mean,density_lower,density_upper
2021-01-24,0.000830564764328301,-0.00645570969209075,0.05322862043976784,0.004493901040405035,79.2291488647461,-0.006788511760532856,4755.0,4694.0,4812.0,4820.0,4652.0,4103.0,2913.0,2215915.0,2102198.9549219664,2329631.0450780336
2021-01-25,-0.0037296037189662457,0.00376662309281528,-0.04039571434259415,0.006784887984395027,164.92562866210938,0.005352571606636047,6480.0,6529.0,6459.0,6411.0,6441.0,5941.0,4713.0,2445665.0,2209746.9291999587,2681583.0708000413
2021-01-26,0.007670018821954727,-0.0023032412864267826,0.033166155219078064,0.06258226931095123,442.0592956542969,0.00297936936840415,8921.0,8880.0,8733.0,8868.0,7834.0,6675.0,4977.0,2474937.5,2001862.581688594,2948012.418311406
2021-01-27,-0.029718559235334396,-0.1187947615981102,0.28327444195747375,0.05843963101506233,-323.3497619628906,-0.04228329658508301,2265.0,1784.0,2616.0,2465.0,1587.0,1532.0,1196.0,3256223.3333333335,2614934.082921977,3897512.58374469
2021-01-28,0.04497724771499634,0.008336706086993217,0.125091090798378,0.03197481855750084,162.14572143554688,0.012813094072043896,6126.0,6229.0,5457.0,5971.0,5843.0,5851.0,4686.0,4013775.0,2972366.516484212,5055183.483515788
2021-01-29,0.030910559929907322,0.006430219238003095,0.07353370450437069,0.031645320976773895,277.07704671223956,0.008754964568652213,6434.0,6515.0,5972.0,6327.666666666667,6115.666666666667,5522.333333333333,4024.0,4773506.111111111,3577439.8217376578,5969572.400484564
2021-01-30,0.016843872144818306,0.004523732389012972,0.021976318210363388,0.03131582339604696,392.00837198893225,0.0046968350652605295,6742.0,6801.0,6487.0,6684.333333333333,6388.333333333333,5193.666666666667,3362.0,5533237.222222222,4182513.1269911034,6883961.317453341
2021-01-31,0.00277718435972929,0.00261724554002285,-0.029581068083643913,0.030986325815320015,506.939697265625,0.0006387055618688464,7050.0,7087.0,7002.0,7041.0,6661.0,4865.0,2700.0,6292968.333333333,4787586.4322445495,7798350.234422117
2021-02-01,-0.00384846655651927,-0.0006033546524122357,0.005473453551530838,0.11918918788433075,1067.74267578125,0.0005429864395409822,8292.0,8282.0,8347.0,8283.0,6518.0,3281.0,1567.0,7093688.333333333,4606945.63987691,9580431.026789756
2021-02-02,0.01448675524443388,-0.16271963715553284,0.6353151798248291,0.1651311069726944,-378.973876953125,-0.035487961024045944,2283.0,1644.0,2381.0,2451.0,1178.0,1074.0,654.0,4749653.333333333,4396016.941414693,5103289.725251973
2021-02-03,0.060248855501413345,-0.28057554364204407,7.0340681076049805,0.4331210255622864,-419.82110595703125,-0.005277864169329405,1602.0,900.0,1435.0,1619.0,356.0,290.0,119.0,5966705.0,4974628.019677602,6958781.980322398
2021-02-04,0.12504839897155762,-0.36345580220222473,-4.518518447875977,0.33820459246635437,-484.4482421875,-0.02830856293439865,1373.0,641.0,1130.0,1453.0,317.0,222.0,132.0,5774480.0,4794299.9798588455,6754660.0201411545
2021-02-05,-0.0022601191885769367,-6.877106352476403e-05,0.0006280618254095316,0.03215730935335159,384.84521484375,-0.000893163844011724,7271.0,7270.0,7317.0,7284.0,6817.0,5477.0,3202.0,5933431.666666667,5002981.037722224,6863882.29561111
2021-02-06,0.08885850757360458,-0.35119616985321045,2.1677496433258057,0.40956342220306396,-497.4170837402344,-0.060232944786548615,1412.0,678.0,1333.0,1593.0,284.0,312.0,96.0,7373201.666666667,5898897.566354512,8847505.76697882
2021-02-07,0.047040492529049516,-0.16966352006420493,1.0150949209928513,0.2209990657866001,-85.39144897460938,-0.031418691389262676,3099.5,2790.0,3047.5,3202.5,2439.0,2057.5,1626.0,7138186.666666667,5849757.672561733,8426615.6607716
2021-02-08,0.005222477484494448,0.011869129724800587,-0.13755980134010315,0.03243470937013626,326.6341857910156,-0.002604437991976738,4787.0,4902.0,4762.0,4812.0,4594.0,3803.0,3156.0,6903171.666666667,5800617.778768955,8005725.554564379
2021-02-09,0.0011017071083188057,0.00706894532777369,-0.07791167963296175,0.04533104598522186,463.5502471923828,-0.003998809028416872,5252.0,5322.5,5288.0,5295.5,4852.5,3424.5,2531.0,7098492.5,6069629.806972362,8127355.193027638
2021-02-10,-0.0030190632678568363,0.0022687609307467937,-0.01826355792582035,0.058227382600307465,600.46630859375,-0.005393180064857006,5717.0,5743.0,5814.0,5779.0,5111.0,3046.0,1906.0,7293813.333333333,6338641.83517577,8248984.831490896
2021-02-11,0.0036386449355632067,-0.007837188430130482,0.08011370897293091,0.1333477795124054,1122.36181640625,-0.0016278487164527178,7973.0,7849.0,7941.0,7999.0,6002.0,2178.0,1099.0,4885790.0,4492741.493625397,5278838.506374603
2021-02-12,0.0003308701852802187,-0.019374068826436996,0.13916337490081787,0.03284230828285217,16.179899215698242,-0.009909809567034245,4446.0,4277.0,4532.0,4535.0,4005.0,3585.0,2236.0,3317031.6666666665,3103730.8274085727,3530332.5059247604
2021-02-13,0.02831239067018032,-0.009214774705469608,0.2697095572948456,0.012964006513357162,-43.22914505004883,-0.004505904391407967,6407.0,6290.0,6109.0,6465.0,6129.0,6064.0,4621.0,4131796.6666666665,2476843.6342571136,5786749.699076219
2021-02-14,0.015121630392968655,0.008914358913898468,-0.22489960491657257,0.06075313687324524,283.84521484375,0.004031607881188393,6226.0,6338.0,5992.0,6176.0,5612.0,5427.0,3736.0,2542080.0,2143443.597093505,2940716.402906495
2021-02-15,0.006326968781650066,0.0038148947060108185,-0.060964833945035934,0.07737953960895538,513.77587890625,0.005693234968930483,9009.0,9078.0,8795.0,8907.0,7774.0,6941.0,5006.0,3541215.0,2538276.388386134,4544153.611613866
2021-02-16,0.04102747142314911,-0.2628750503063202,1.8435930013656616,0.2256142944097519,-373.4301452636719,-0.017079122364521027,1410.0,823.0,1344.0,1459.0,520.0,417.0,333.0,5437905.0,4340259.9390695505,6535550.0609304495
2021-02-17,-0.00582209462299943,0.004430241882801056,-0.04856687784194946,0.02194635383784771,124.01708221435547,0.00801529549062252,6854.0,6915.0,6824.0,6745.0,6618.0,6561.0,5414.0,6128648.333333333,5636420.210711144,6620876.455955522
2021-02-18,0.01480218432843685,-0.03325133621692657,0.2664015293121338,0.05447392016649246,49.506933593750006,-0.008983550965785979,5737.4,5707.2,5703.2,5692.6,5415.0,5366.8,4375.4,5772254.666666666,4864724.84104266,6679784.492290672
2021-02-19,0.03542646327987313,-0.0709329143166542,0.581369936466217,0.08700148649513721,-25.003215026855457,-0.025982397422194478,4620.8,4499.4,4582.4,4640.2,4212.0,4172.6,3336.8,5415861.0,4093029.4713741774,6738692.528625823
2021-02-20,0.05605074223130941,-0.10861449241638182,0.8963383436203003,0.11952905282378196,-99.51336364746092,-0.04298124387860298,3504.2000000000003,3291.6000000000004,3461.6000000000004,3587.7999999999997,3009.0,2978.3999999999996,2298.2000000000003,5059467.333333333,3321334.1017056936,6797600.564960972
2021-02-21,0.07667502118274569,-0.14629607051610946,1.2113067507743835,0.15205661915242671,-174.02351226806638,-0.05998009033501148,2387.6000000000004,2083.8,2340.8,2535.3999999999996,1806.0,1784.1999999999998,1259.6000000000004,4703073.666666666,2549638.7320372104,6856508.601296123
2021-02-22,0.09729930013418198,-0.1839776486158371,1.5262751579284668,0.18458418548107147,-248.53366088867188,-0.07697893679141998,1271.0,876.0,1220.0,1483.0,603.0,590.0,221.0,4346680.0,1777943.362368727,6915416.637631273
2021-02-23,0.14474353194236755,-0.31368187069892883,-1.0151188373565674,0.5104039311408997,-348.2793884277344,0.02339688129723072,1181.0,617.0,842.0,1127.0,200.0,178.0,89.0,6819505.0,6096851.491668964,7542158.508331036
2021-02-24,0.039069488644599915,-0.22304180264472961,2.9981114864349365,0.4504918158054352,-353.681396484375,-0.0002871088217943907,1741.0,1106.0,1611.0,1742.0,419.0,433.0,201.0,8308315.0,7530300.876286331,9086329.12371367
2021-02-25,0.001792218303307891,-0.00608378229662776,0.06437768042087555,0.1848321557044983,1337.7255859375,0.001037703244946897,8682.0,8577.0,8633.0,8664.0,5901.0,1974.0,897.0,6502443.333333333,5413620.4959542155,7591266.1707124505
2021-02-26,-0.02354295365512371,-0.004045962356030941,0.02259852923452854,0.1435827612876892,1293.3095703125,-0.0013949994463473558,9306.0,9231.0,9782.0,9332.0,6913.0,2944.0,1562.0,6996275.0,6393243.075649176,7599306.924350824
2021-02-27,-0.009306260384619236,-0.012949639931321144,0.07550335675477982,0.030744336545467377,161.52261352539062,-0.011663067154586315,4576.0,4459.0,4772.0,4684.0,4193.0,3281.0,2077.0,6269323.333333333,5500408.842850177,7038237.823816489
2021-02-28,-0.00918148085474968,0.003470630617812276,-0.027601292356848717,0.039126601070165634,453.9005126953125,6.571597623405978e-05,7609.0,7662.0,7749.0,7608.0,7085.0,5745.0,3225.0,4194265.0,3465696.922818576,4922833.077181424
2021-03-01,0.007963347248733044,-0.0001072156082955189,0.0017182130832225084,0.050106968730688095,581.284423828125,0.004739336669445038,9328.0,9326.0,9094.0,9240.0,8436.0,6616.0,4108.0,3900176.6666666665,2543915.778602833,5256437.5547305
2021-03-02,0.005894738947972655,0.005072844734968385,-0.05574854963924736,0.04835720546543598,572.8396911621094,0.001179639482870698,8646.0,8727.5,8517.5,8621.0,7920.5,6361.5,4446.0,5101235.0,3743192.782452984,6459277.217547016
2021-03-03,0.003826130647212267,0.010252905078232288,-0.11321531236171722,0.04660744220018387,564.3949584960938,-0.002380057703703642,7964.0,8129.0,7941.0,8002.0,7405.0,6107.0,4784.0,6302293.333333333,4942469.786303135,7662116.880363531
2021-03-04,0.07912146300077438,-0.2166367471218109,-3.951965093612671,0.16303865611553192,-499.0311584472656,-0.001473477459512651,2033.0,1309.0,1740.0,2039.0,942.0,987.0,682.0,4433168.333333333,3467581.992098463,5398754.674568203
2021-03-05,-0.03253795951604843,0.0014805278042331338,-0.007047432474792004,0.10270040482282639,1029.98291015625,-0.003148897783830762,7756.0,7779.0,8330.0,7805.0,6330.0,3074.0,1741.0,3160203.3333333335,2420275.966291667,3900130.700375
2021-03-06,0.011926493607461452,0.014655879698693752,-0.3446374535560608,0.0446644127368927,703.8090209960938,0.005323284771293402,8404.0,8654.0,8119.0,8315.0,7914.0,6294.0,3946.0,5609458.333333333,4240472.808274596,6978443.85839207
2021-03-07,-0.00046948358067311347,0.004221388138830662,-0.04078857973217964,0.06723160296678543,573.9859008789062,-0.0014111006166785955,8492.0,8564.0,8524.0,8516.0,7485.0,6158.0,4415.0,4935435.0,4439504.7745674,5431365.2254326
2021-03-08,0.014000000432133675,0.0007140306988731027,-0.013536378741264343,-0.0004457519971765578,15.312562942504883,0.0018791946349665523,5598.0,5606.0,5423.0,5577.0,5611.0,5564.0,4598.0,3338266.6666666665,3001586.8034836333,3674946.5298496997
2021-03-09,0.00401606410741806,0.003829194698482752,-0.05360623821616173,0.05525738000869751,609.0653076171875,0.004975124262273312,8585.0,8651.0,8432.0,8500.0,7745.0,6060.0,3796.0,3388013.3333333335,2733813.8173236833,4042212.8493429837
2021-03-10,0.1479744166135788,-0.41911765933036804,24.60431671142578,0.5566502213478088,-477.9577941894531,-0.07507987320423126,1158.0,474.0,999.0,1346.0,135.0,200.0,-2.0,2927846.6666666665,2202330.8401252856,3653362.4932080475
2021-03-11,0.004894143436104059,-0.00438308110460639,0.052952077239751816,0.1705745905637741,1434.560791015625,0.0015844396548345685,9166.0,9086.0,9048.0,9137.0,6438.0,2124.0,1071.0,6255598.333333333,5472792.434009826,7038404.23265684
2021-03-12,0.002191380597651005,0.005781042855232954,-0.06688962876796722,0.0702979788184166,582.9306640625,0.0013950385618954897,8255.0,8351.0,8196.0,8232.0,7254.0,5991.0,3724.0,4172431.6666666665,3147413.524903653,5197449.80842968
2021-03-13,0.033684146124869585,-0.12457356438972056,1.1685085967183113,0.1860538385808468,68.36834716796875,-0.01528186199720949,5066.5,4733.0,4976.5,5117.0,3926.0,3198.0,1980.5,3758938.333333333,2933056.8433453124,4584819.823321354
2021-03-14,0.06517691165208817,-0.2549281716346741,2.40390682220459,0.301809698343277,-446.1939697265625,-0.03195876255631447,1878.0,1115.0,1757.0,2002.0,598.0,405.0,237.0,3345445.0,2718700.1617869716,3972189.8382130284
2021-03-15,0.037192560732364655,-0.24655918776988983,0.9993624687194824,0.3195592164993286,-375.7919616699219,-0.04345202073454857,1585.0,958.0,1605.0,1729.0,494.0,417.0,151.0,5698598.333333333,3288600.82772468,8108595.838941986
2021-03-16,-0.0026007802225649357,-0.001168907037936151,0.009771589189767838,0.05225890874862671,321.4532775878906,-0.003707742551341653,6852.0,6836.0,6939.0,6903.0,6157.0,5283.0,3460.0,5600670.0,4594606.753205332,6606733.246794668
2021-03-17,0.01528516598045826,0.002349256072193384,-0.06949806958436966,0.023795241490006447,333.4492492675781,0.006915629375725985,7644.0,7680.0,7312.0,7539.0,7323.0,6261.0,4816.0,6274366.666666667,5155059.288390459,7393674.044942875
2021-03-18,0.009014084935188293,-0.0012040381552651525,0.018523795530200005,0.022955795750021935,108.3025131225586,0.002969010965898633,5405.0,5392.0,5277.0,5373.0,5150.0,4841.0,3505.0,5991833.333333333,5300999.716307335,6682666.950359331
2021-03-19,-0.02639791928231716,0.011602138169109821,-0.07485911250114441,0.05614154413342476,555.0271606445312,0.0063043334521353245,7582.0,7760.0,7893.0,7487.0,6935.0,5829.0,3819.0,6114313.333333333,5353451.771310935,6875174.895355731
2021-03-20,0.012757490389049053,0.01342281885445118,-0.46820133924484253,0.05025212839245796,782.8502807617188,0.009557602927088737,8820.0,9060.0,8435.0,8653.0,8193.0,6296.0,3871.0,5583221.666666667,5177603.701018748,5988839.632314586
2021-03-21,-0.024274621158838272,0.01869465410709381,-0.11685116589069366,0.036542631685733795,566.5286254882812,0.001254915026947856,5984.0,6212.0,6266.0,5969.0,5774.0,4410.0,2800.0,3573586.6666666665,3362829.716358076,3784343.616975257
2021-03-22,0.021151443322499595,-0.10430971781412761,0.6969654063383738,0.12086406846841176,257.2978108723958,-0.026049773674458265,4342.666666666667,4311.333333333333,4509.0,4394.666666666667,3943.0,3000.666666666667,1909.6666666666665,3284106.6666666665,3055012.693209605,3513200.640123728
2021-03-23,0.06657750780383746,-0.22731408973534903,1.5107819785674412,0.20518550525108972,-51.93300374348962,-0.05335446237586439,2701.3333333333335,2410.6666666666665,2752.0,2820.3333333333335,2112.0,1591.3333333333335,1019.3333333333333,2994626.6666666665,2747195.670061134,3242057.663272199
2021-03-24,0.11200357228517532,-0.35031846165657043,2.324598550796509,0.2895069420337677,-361.163818359375,-0.08065915107727051,1060.0,510.0,995.0,1246.0,281.0,182.0,129.0,2705146.6666666665,2439378.646912663,2970914.6864206702
2021-03-25,0.10184787213802338,-0.33973127603530884,1.2782859802246094,0.1569506675004959,-365.6070251464844,-0.10090167820453644,1047.0,516.0,1045.0,1282.0,376.0,278.0,226.0,2835275.0,2204975.3162676618,3465574.6837323382
2021-03-26,0.06377762369811535,-0.15901413187384605,1.0081401765346527,0.0931481383740902,198.7944793701172,-0.042251464910805225,5234.0,5177.5,4852.5,5199.5,4827.0,4047.0,2909.5,4516480.0,3847798.0763884718,5185161.923611528
2021-03-27,0.02570737525820732,0.02170301228761673,0.737994372844696,0.02934560924768448,763.1959838867188,0.016398748382925987,9421.0,9839.0,8660.0,9117.0,9278.0,7816.0,5593.0,6197685.0,5490620.836509282,6904749.163490718
2021-03-28,0.04070473834872246,-0.20141342282295227,0.7798722982406616,0.22530120611190796,-309.7537536621094,-0.05642923340201378,1530.0,1017.0,1579.0,1713.0,643.0,585.0,347.0,5117598.333333333,4146062.051903586,6089134.61476308
2021-03-29,0.01380572421476245,-0.09385905647650361,0.35372284427285194,0.1430247314274311,115.08543395996094,-0.037382288835942745,2799.5,2599.5,2956.0,2967.0,2173.0,1334.5,767.0,5765647.5,4702364.250672393,6828930.749327607
2021-03-30,-0.01309328991919756,0.01369530986994505,-0.07242660969495773,0.060748256742954254,539.9246215820312,-0.01833534426987171,4069.0,4182.0,4333.0,4221.0,3703.0,2084.0,1187.0,6413696.666666667,5258666.449441199,7568726.883892135
2021-03-31,0.017858413979411125,0.02664702758193016,-2.0600414276123047,0.051786817610263824,947.517578125,0.008043266832828522,7269.0,7667.0,6902.0,7153.0,6912.0,4714.0,2568.0,7107341.666666667,6254014.861368036,7960668.471965298
2021-04-01,-0.0005979430861771107,0.014294222928583622,-0.130818709731102,0.07228308916091919,985.0211181640625,-0.004930255003273487,8275.0,8515.0,8367.0,8357.0,7367.0,4811.0,2757.0,4719345.0,4113354.8993695974,5325335.100630403
2021-04-02,0.022503016516566277,0.024639703333377838,6.84501838684082,0.00862970668822527,407.9929504394531,0.0096940528601408,7343.0,7714.0,6885.0,7202.0,7582.0,7171.0,5399.0,2480141.6666666665,1788763.689930418,3171519.643402915
2021-04-03,0.01904064416885376,0.012211354449391365,-1.610687017440796,0.04548986628651619,645.6673583984375,0.010957768186926842,8534.0,8745.0,8037.0,8349.0,7984.0,6513.0,4382.0,2398205.0,1499065.3365439917,3297344.6634560083
2021-04-04,0.054823629558086395,-0.2967551648616791,1.0944299697875977,0.3127753436565399,-318.6803894042969,-0.06068376079201698,1099.0,596.0,1112.0,1241.0,312.0,242.0,213.0,4163971.6666666665,3695019.2042142493,4632924.129119083
2021-04-05,0.01930298190563917,-0.15733815636485815,0.5893706567585468,0.16252037463709712,-196.13868713378906,-0.03865212947130203,2324.5,2010.5,2451.5,2455.5,1827.0,1776.5,1473.0,4476651.666666667,3536522.4038104303,5416780.929522904
2021-04-06,-0.016217665746808052,-0.017921147868037224,0.084311343729496,0.012265405617654324,-73.59698486328125,-0.016620498150587082,3550.0,3425.0,3791.0,3670.0,3342.0,3311.0,2733.0,4789331.666666667,3378025.603406611,6200637.729926723
2021-04-07,0.005647625308483839,-0.010704224929213524,0.10501105338335037,0.09136109054088593,724.7939453125,-0.004531582351773977,5382.0,5268.0,5370.0,5431.0,4386.0,1482.0,663.0,4932628.333333333,4725229.405344296,5140027.26132237
2021-04-08,0.04588492214679718,-0.24459394812583923,1.0035488605499268,0.20367534458637238,-325.7557678222656,-0.051629438996315,1295.0,786.0,1310.0,1436.0,520.0,443.0,445.0,6351140.0,5573321.963085068,7128958.036914932
2021-04-09,0.034274851282437645,-0.16170208792512614,0.6441820139686267,0.1535669987400373,1.2073771158854356,-0.03321532012584309,3872.6666666666665,3558.0,3795.6666666666665,3945.0,3073.3333333333335,2404.0,1631.0,6330639.333333333,5643726.763953955,7017551.902712711
2021-04-10,0.022664780418078106,-0.07881022772441307,0.2848151673873266,0.1034586528937022,328.1705220540365,-0.014801201255371176,6450.333333333333,6330.0,6281.333333333333,6454.0,5626.666666666667,4365.0,2817.0,6310138.666666667,5714131.564822842,6906145.768510492
2021-04-11,0.011054709553718567,0.004081632476300001,-0.07455167919397354,0.053350307047367096,655.1336669921875,0.0036129176151007414,9028.0,9102.0,8767.0,8963.0,8180.0,6326.0,4003.0,6289638.0,5784536.365691729,6794739.634308271
2021-04-12,0.018273675814270973,0.002086158376187086,-0.06722689419984818,0.07683685421943665,968.9105224609375,0.004936974961310625,9567.0,9607.0,9133.0,9473.0,8236.0,5248.0,2698.0,4751925.0,3062177.1085345345,6441672.891465466
2021-04-13,-0.016883116215467453,-0.10972048342227936,0.24374420940876007,0.20599038898944855,-170.26531982421875,-0.06469760835170746,2660.0,2134.0,3132.0,3028.0,1405.0,1006.0,547.0,3782203.3333333335,2917301.614397289,4647105.052269378
2021-04-14,0.016478460282087326,0.01429489254951477,-0.4662126898765564,0.02283770591020584,501.4733581542969,0.004994677845388651,6137.0,6315.0,5879.0,6076.0,6033.0,4633.0,2920.0,11164111.666666666,5753100.652163958,16575122.681169374
2021-04-15,-0.025885557755827904,0.00402193795889616,-0.015718776732683182,0.10815173387527466,240.51658630371094,-0.02435530163347721,2724.0,2746.0,3012.0,2860.0,2210.0,1708.0,1044.0,8246391.666666667,7296694.248171717,9196089.085161617
2021-04-16,0.0357099324464798,-0.007540395017713308,0.5855018496513367,0.015056922100484371,31.63316535949707,-0.004729250445961952,4209.0,4146.0,3956.0,4249.0,4023.0,3769.0,3051.0,6784075.0,5674399.202482806,7893750.797517194
2021-04-17,0.10443776845932007,-0.14194464683532715,-1.2515645027160645,0.14651493728160858,-238.90853881835938,-0.014093137346208096,1609.0,1209.0,1342.0,1655.0,900.0,860.0,652.0,4260476.666666667,3879203.5424547843,4641749.79087855
2021-04-18,0.07969843596220016,-0.055463116616010666,-1.6420360803604126,0.11161880195140839,-27.939699172973633,-0.02610030770301819,1903.0,1703.0,1709.0,2005.0,1361.0,1103.0,661.0,4626938.333333333,4165250.303079074,5088626.363587592
2021-04-19,0.04204863146878779,-0.005411399528384209,-1.0621854811906815,0.07211069390177727,130.77085781097412,-0.017840131651610136,2631.5,2688.5,2552.0,2715.0,2401.5,2288.5,1804.0,5701105.0,5185377.850728033,6216832.149271967
2021-04-20,0.004398826975375414,0.04464031755924225,-0.4823348820209503,0.03260258585214615,289.4814147949219,-0.009579955600202084,3360.0,3674.0,3395.0,3425.0,3442.0,3474.0,2947.0,6775271.666666667,6205505.398376993,7345037.934956341
2021-04-21,0.03503251448273659,-0.05039096623659134,1.045045018196106,0.06634145975112915,-139.51759338378906,-0.010030706413090229,2418.0,2186.0,2300.0,2467.0,1914.0,1988.0,1729.0,7930890.0,6917272.090354248,8944507.909645751
2021-04-22,-0.02569069154560566,-0.01706484705209732,0.08864757418632507,0.18977536261081696,1275.214111328125,-0.0010998795041814446,9536.0,9216.0,10061.0,9557.0,6276.0,2119.0,969.0,7517410.0,4092832.192398326,10941987.807601674
2021-04-23,0.016777778044342995,0.010939989238977432,-0.5273937582969666,0.048353344202041626,732.9346923828125,0.008720142766833305,9312.0,9518.0,8849.0,9151.0,8640.0,6862.0,4656.0,5354913.333333333,3866381.184848927,6843445.481817739
2021-04-24,0.02065613679587841,-0.22145329415798187,0.4711078405380249,0.26760563254356384,-297.5698547363281,-0.08667529374361038,1412.0,900.0,1612.0,1680.0,520.0,415.0,210.0,5363381.666666667,2916758.372302537,7810004.961030797
2021-04-25,0.02216748706996441,0.009565217420458794,-0.634789764881134,0.04065561294555664,532.3175659179688,0.005549249704927206,7973.0,8127.0,7543.0,7885.0,7492.0,6214.0,3977.0,5542245.0,4263222.490390537,6821267.509609463
