date,ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7,density_mean,density_lower,density_upper,FAI
2024-02-03,0.0118191158398985,-0.0011001100065186,0.0266537442803382,0.064194768667221,460.4140625,0.0083102490752935,10010.0,9988.0,9615.0,9845.0,8783.0,7767.0,5186.0,12783333.333333334,12543728.287940342,13022938.378726326,0.02144061754698598
2024-02-04,0.0014235250419005,-0.0139703527092933,0.1384778022766113,0.2019499540328979,1306.759765625,0.0005787950358353,9508.0,9246.0,9470.0,9497.0,6139.0,2214.0,1042.0,12216666.666666666,11552158.895622732,12881174.4377106,0.05413816731406562
2024-02-05,-0.0071298545226454,0.0066834990866482,-0.0779760852456092,0.0369463786482811,210.2271423339844,0.0108063174411654,6688.0,6778.0,6639.0,6545.0,6295.0,6129.0,5085.0,14550000.0,13273991.327093216,15826008.672906784,0.01736239696232472
2024-02-06,0.0159828402101993,-0.0072732265107333,0.1287970840930938,0.118948183953762,1046.3739013671875,-0.0001362212206004,7340.0,7234.0,7111.0,7342.0,5696.0,1982.0,830.0,12883333.333333334,11589716.83512204,14176949.831544628,0.03470624110396105
2024-02-07,-0.0093773445114493,-0.0015009380877017,0.0132699329406023,0.0429159328341484,511.96783447265625,0.0052730697207152,8007.0,7983.0,8073.0,7923.0,7326.0,5515.0,3714.0,11083333.333333334,10129265.318054665,12037401.348612005,0.014031764086523122
2024-02-08,0.0369887575507164,-0.0806275084614753,0.5910671353340149,0.0705182701349258,-271.23016357421875,-0.0358072929084301,2962.0,2520.0,2955.0,3182.0,2188.0,2168.0,1845.0,11872475.0,10678302.541125515,13066647.458874485,-0.03144352638789934
2024-02-09,0.0301581108942627,-0.1452224664390087,0.5697472989559174,0.2039521411061287,-324.8085479736328,-0.0528783369809389,2491.5,1920.0,2587.0,2753.5,1421.0,1344.5,1037.0,12094570.833333332,10983620.181655703,13205521.48501096,-0.046313365449854905
2024-02-10,0.0233274642378091,-0.209817424416542,0.5484274625778198,0.3373860120773315,-378.3869323730469,-0.0699493810534477,2021.0,1320.0,2219.0,2325.0,654.0,521.0,229.0,12316666.666666666,11288937.822185896,13344395.511147436,-0.07346948164899784
2024-02-11,0.0243166871368885,-0.1436742038155595,0.5164363086223602,0.2425327785313129,-103.47202555338544,-0.0463145507577185,3094.0,2587.333333333333,3133.333333333333,3293.333333333333,1972.0,1219.3333333333337,627.3333333333333,12466666.666666666,11563736.325901708,13369597.007431624,-0.019539201108689154
2024-02-12,0.0253059100359678,-0.077530983214577,0.4844451546669006,0.1476795449852943,171.442881266276,-0.0226797204619894,4167.0,3854.6666666666665,4047.666666666667,4261.666666666667,3290.0,1917.6666666666667,1025.6666666666663,12616666.666666666,11838534.82961752,13394798.503715811,0.00040121721699480374
2024-02-13,0.0262951329350471,-0.0113877626135945,0.452454000711441,0.0528263114392757,446.3577880859375,0.0009551098337396,5240.0,5122.0,4962.0,5230.0,4608.0,2616.0,1424.0,12766666.666666666,12113333.333333332,13420000.0,0.010785483990260886
