date,ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7,density_mean,density_lower,density_upper,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density
2021-09-21,,,,,,,,,,,,,,,,,26.5,7.768,7.097,3.348,0.025,0.0697,0.799,287.918,1400.73,0.01188,10400000.0
2021-09-22,,,,,,,,,,,,,,,,,27.08,8.009,7.075,3.15,0.025,0.0713,0.788,285.713,203.82,0.01037,15600000.0
2021-09-23,,,,,,,,,,,,,,,,,27.95,8.541,7.834,2.888,0.0255,0.0747,0.818,282.746,109.2,0.01442,67100000.0
2021-09-24,0.0123747792094945,-0.0212765950709581,0.1066580489277839,0.1303052902221679,0.0283229709005581,-0.040581464767456,1584.0,1518.0,1676.0,1718.0,1168.0,799.0,419.0,10938266.666666666,8910242.702306136,12966290.631027196,27.84,8.35,8.577,3.132,0.0267,0.087,0.948,275.288,68.77,0.01151,11600000.0
2021-09-25,0.1557093411684036,-0.0875627472996711,-0.3329092562198639,0.2902208268642425,0.0198379230684609,-0.0136570557951927,975.0,818.0,732.0,1002.0,450.0,297.0,188.0,17483333.333333332,14930103.657456566,20036563.0092101,27.04,8.026,7.475,4.899,0.025,0.1535,0.897,287.98,140.2,0.01122,16800000.0
2021-09-26,0.173095017671585,-0.262946218252182,-0.7794336676597595,0.5986914038658142,-0.0857159028852876,0.0035956851206719,1256.0,733.0,879.0,1247.0,184.0,193.0,114.0,17550000.0,15226070.28218723,19873929.71781277,26.23,7.84,7.475,4.36,0.025,0.1132,0.609,288.813,119.76,0.0144,14100000.0
2021-09-27,,,,,,,,,,,,,,,,,26.54,7.606,7.288,3.158,0.025,0.0768,0.625,272.916,102.28,0.00877,15500000.0
2021-09-28,0.1208705827593803,-0.0930591225624084,0.3704461753368377,0.3475935757160187,0.0278200223077232,-0.1512974053621292,1063.0,882.0,1131.0,1442.0,427.0,231.0,137.0,7737951.666666667,7695917.546874236,7779985.786459098,27.53,8.016,7.942,2.331,0.025,0.0482,0.476,273.435,42.49,0.01423,7667920.0
2021-09-29,-0.0440241433680057,0.0090353665873408,-0.031883880496025,0.0273348521441221,0.0155414757393419,-0.0154740530997514,5758.0,5863.0,6486.0,5939.0,5551.0,5264.0,4039.0,23313786.666666668,-2917259.1741638444,49544832.50749718,27.82,7.929,7.305,2.588,0.025,0.0523,0.558,273.522,50.82,0.01285,6979140.0
2021-09-30,,,,,,,,,,,,,,,,,27.04,7.727,6.894,3.117,0.0263,0.0523,0.772,294.726,70.48,0.01841,41900000.0
2021-10-01,0.1669741719961166,-0.2473520189523697,6.145510673522949,0.5252525210380554,-0.0796844529976581,-0.116504855453968,1001.0,604.0,903.0,1265.0,188.0,84.0,67.0,10905731.666666666,6347526.28872336,15463937.044609971,27.08,7.84,7.28,2.058,0.0257,0.0392,0.469,285.151,20.82,0.01336,9452600.0
2021-10-02,0.1934883743524551,-0.1225658655166626,,0.4632282853126526,0.0250268755538163,-0.1338930577039718,980.0,766.0,867.0,1283.0,281.0,183.0,95.0,15333333.333333334,12810248.308122244,17856418.358544424,27.27,8.211,7.812,2.082,0.025,0.0362,0.456,278.496,24.25,0.01609,10900000.0
2021-10-03,0.1537019610404968,-0.1905241906642913,-0.8456375598907471,0.4352100193500519,-0.0399851311572581,-0.0207296852022409,1181.0,803.0,903.0,1231.0,316.0,263.0,237.0,12378838.333333334,9590759.64040175,15166917.026264915,27.49,8.585,8.377,2.584,0.025,0.0651,0.447,277.58,52.0,0.01539,16800000.0
2021-10-04,,,,,,,,,,,,,,,,,27.14,7.919,7.285,2.67,0.0254,0.0493,0.609,282.725,67.79,0.01764,9917060.0
2021-10-05,,,,,,,,,,,,,,,,,27.04,7.775,7.122,3.104,0.0273,0.0635,0.709,288.383,97.7,0.02171,13000000.0
2021-10-06,0.0069824494421482,0.0762595534324646,-0.3411682248115539,0.1028525531291961,0.0856751240455826,-0.062101911753416,2356.0,2745.0,2631.0,2668.0,2233.0,2191.0,1695.0,12083333.333333334,10661451.231641669,13505215.435025,26.84,7.93,7.542,3.037,0.0252,0.0734,0.667,294.358,107.02,0.02351,15200000.0
2021-10-07,0.0221824683248996,-0.0015058907447382,0.0295138880610466,0.0466109551489353,0.0152819703752212,-0.0053664115257561,5653.0,5636.0,5466.0,5714.0,5134.0,4810.0,3466.0,12616666.666666666,11804717.626120128,13428615.707213204,27.2,7.789,7.629,2.582,0.025,0.0447,0.511,286.347,57.07,0.01708,12700000.0
2021-10-08,-0.0273919254541397,0.0342825539410114,-0.1245605200529098,0.0501052625477314,0.0399182041923855,-0.0349495783448219,3493.0,3741.0,3957.0,3746.0,3384.0,2918.0,1859.0,14149855.0,8143236.147727721,20156473.85227228,26.82,7.804,7.64,4.961,0.025,0.0392,0.651,294.091,38.53,0.01187,11700000.0
2021-10-09,0.2817302346229553,0.2199036926031112,1.313099026679993,0.4082767069339752,0.2815583507706259,-0.2140161693096161,729.0,1140.0,631.0,1126.0,479.0,174.0,100.0,17366666.666666668,13458225.931823963,21275107.40150937,26.79,8.163,8.104,2.703,0.025,0.0314,0.466,299.031,36.04,0.0095,15000000.0
2021-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,0.0117659363895654,-0.0069959498941898,0.0832186192274093,0.0741394013166427,0.020734642216578,-0.005299802403897,9572.0,9439.0,9449.0,9674.0,8136.0,6076.0,3500.0,12716666.666666666,11660668.981484018,13772664.351849314,26.98,8.143,7.498,7.513,0.025,0.0746,0.617,291.547,110.39,0.00842,13000000.0
2021-10-12,0.0146137783303856,-0.0351955294609069,0.2397260218858719,0.0372372381389141,-0.0103390156987383,-0.0239662900567054,1853.0,1727.0,1888.0,1944.0,1603.0,1503.0,972.0,10228771.666666666,8334610.021851443,12122933.31148189,23.41,7.573,7.581,5.585,0.025,0.0912,0.594,293.05,158.64,0.01219,14600000.0
2021-10-13,-0.0298429708927869,-0.0072210952639579,0.0260798223316669,0.0865820050239563,0.0245917385235105,-0.0244400780647993,6207.0,6118.0,6919.0,6518.0,5143.0,3736.0,1982.0,8958244.166666666,8235449.522317653,9681038.81101568,22.16,7.574,7.946,5.053,0.025,0.0609,0.618,294.586,144.77,0.01822,8671870.0
2021-10-14,0.007106598932296,0.0005159426364116,-0.0045158960856497,0.0432537123560905,0.0154779274120003,-0.0119351223111152,4843.0,4848.0,4890.0,4960.0,4446.0,3207.0,1949.0,7807886.666666667,5686986.706343414,9928786.62698992,22.09,7.433,7.543,4.117,0.025,0.0675,0.759,291.514,81.81,0.00893,7439210.0
2021-10-15,-0.0118491509929299,-0.0004082346858922,0.0026617993135005,0.0826174840331077,0.0279451126921481,-0.0055652172304689,8577.0,8570.0,8881.0,8673.0,7262.0,4970.0,2285.0,6506441.666666667,3859340.1890584994,9153543.144274836,24.25,8.326,8.32,2.729,0.025,0.0452,0.719,291.557,28.2,0.00808,2787000.0
2021-10-16,0.0139460749924182,-0.0034346103202551,0.0508010946214199,0.0599971897900104,0.0184860800760935,-0.0024950755760073,7596.0,7544.0,7424.0,7634.0,6690.0,4494.0,2085.0,11452073.333333334,7481410.259553518,15422736.40711315,22.36,7.494,7.726,5.064,0.025,0.0924,0.819,287.058,71.26,0.00841,6282120.0
2021-10-17,0.0196987260133028,-0.0881578922271728,0.485741913318634,0.1407407373189926,-0.017232133280898,-0.0310486238449811,2481.0,2079.0,2538.0,2640.0,1566.0,1236.0,720.0,9341893.333333334,8410418.289519288,10273368.37714738,19.72,7.559,8.468,7.349,0.025,0.1412,0.79,295.383,240.42,0.01844,10800000.0
2021-10-18,0.0181959718465805,-0.0153233828023076,0.1691192686557769,0.018526142463088,-0.0034111485012374,-0.0125798331573605,5102.0,4948.0,5045.0,5232.0,4768.0,3939.0,2537.0,9925203.333333334,8813469.982362371,11036936.684304295,18.56,7.603,8.804,4.271,0.025,0.1187,0.792,322.297,182.09,0.02094,9178310.0
2021-10-19,-0.0101561313495039,-0.0071830106899142,0.0467384681105613,0.0784496665000915,0.0220039599509504,-0.0061633284203708,6450.0,6358.0,6664.0,6530.0,5433.0,2465.0,1248.0,5388278.333333333,4273056.782741845,6503499.883924821,18.25,7.564,8.63,3.894,0.025,0.0722,,320.857,130.49,0.02531,7673230.0
2021-10-20,0.0083923572674393,-0.0073240757919847,0.1287597864866256,0.1058024913072586,0.0305962824068692,0.0073240757919847,8596.0,8471.0,8330.0,8471.0,6850.0,2969.0,1668.0,5830640.0,5364620.779177934,6296659.220822066,17.61,7.573,8.915,3.944,0.025,0.0747,,316.554,132.43,0.0319,5577060.0
2021-10-21,0.0906054303050041,-0.3694755434989929,2.376800537109375,0.1810154467821121,-0.2424810307921674,-0.0583468377590179,1162.0,535.0,1089.0,1306.0,371.0,261.0,115.0,4780670.0,4323759.791755132,5237580.208244868,16.56,7.509,9.085,4.012,0.025,0.0648,,318.486,138.05,0.03531,5096810.0
2021-10-22,-0.0464611388742923,0.024240355938673,-0.0898430943489074,0.0428736954927444,0.0308649235841296,-0.0120981680229306,4287.0,4500.0,4820.0,4392.0,4130.0,3599.0,2936.0,4083901.6666666665,3219573.5850720447,4948229.748261288,16.09,7.525,9.263,3.254,0.025,0.0471,0.801,317.66,96.17,0.00863,6175760.0
2021-10-23,,,,,,,,,,,,,,,,,16.11,7.548,9.358,3.015,0.025,0.0418,0.784,311.709,72.47,0.00898,4242590.0
2021-10-24,,,,,,,,,,,,,,,,,17.22,7.756,9.74,3.311,0.025,0.0424,0.849,306.743,70.01,0.00978,8673020.0
2021-10-25,0.068109817802906,-0.0905198752880096,0.7037565112113953,0.106398805975914,-0.0283191166667215,-0.0630583316087722,1783.0,1487.0,1765.0,2023.0,1201.0,859.0,374.0,5480841.666666667,4143506.901320283,6818176.432013052,17.49,7.539,9.112,2.915,0.025,0.0439,0.945,307.049,56.51,0.00452,7033990.0
2021-10-26,,,,,,,,,,,,,,,,,18.45,7.834,9.43,2.991,0.025,0.0458,0.839,311.132,46.32,0.00702,4683180.0
2021-10-27,,,,,,,,,,,,,,,,,18.75,7.645,9.14,3.014,0.025,0.0368,1.116,307.425,26.29,0.01454,3937440.0
2021-10-28,,,,,,,,,,,,,,,,,18.56,7.998,9.525,3.25,0.025,0.041,1.02,328.154,39.58,0.00874,8220990.0
2021-10-29,0.0414798222482204,0.014388489536941,-0.0493052452802658,0.1736662834882736,0.0664413243196394,-0.1043090671300888,1507.0,1551.0,1710.0,1858.0,1092.0,748.0,478.0,6871715.0,3833736.6571804415,9909693.342819558,18.99,8.084,9.671,3.093,0.025,0.0389,0.9,327.907,36.6,,3586790.0
2021-10-30,,,,,,,,,,,,,,,,,18.93,8.102,9.787,3.289,0.025,0.0379,0.956,334.042,34.97,0.00192,4743660.0
2021-10-31,,,,,,,,,,,,,,,,,19.59,8.29,10.259,3.318,0.025,0.0343,1.217,333.403,17.17,0.00707,6034260.0
2021-11-01,,,,,,,,,,,,,,,,,20.11,8.678,11.33,3.337,0.025,0.0333,0.973,339.172,14.47,0.02692,6193730.0
2021-11-02,-0.0194465853273868,0.0012473271926864,-0.0065116276964545,0.0284616090357303,0.0108678792547895,-0.0104166669771075,5605.0,5619.0,5950.0,5723.0,5308.0,5066.0,3704.0,11670821.666666666,7101756.584703375,16239886.748629956,19.72,8.309,10.33,3.928,0.025,0.0426,1.408,351.553,20.85,0.00974,5856180.0
2021-11-03,0.0382947959005832,-0.2861035466194153,0.5842421650886536,0.1844484657049179,-0.1670932092637572,-0.0982040539383888,1180.0,655.0,1331.0,1437.0,451.0,359.0,291.0,12332078.333333334,2295999.247737441,22368157.418929227,19.43,8.326,9.775,3.1,0.025,0.0487,1.355,353.495,50.45,0.00727,9789650.0
2021-11-04,0.0102129131555557,-0.04622408375144,0.2495379000902176,-0.0061446977779269,-0.0321866949636128,-0.0296400841325521,2750.0,2507.0,2859.0,2918.0,2538.0,2536.0,2405.0,8359683.333333333,5946639.817156926,10772726.84950974,19.38,7.998,8.759,2.991,0.025,0.0242,1.073,328.826,35.91,0.0072,8240920.0
2021-11-05,0.0174229741096496,-0.0136202136054635,0.2123730331659317,-0.0227828305214643,-0.0169353945447661,-0.0032029505819082,5135.0,4997.0,4991.0,5168.0,5230.0,5047.0,4218.0,7671755.0,6848788.748303732,8494721.251696268,19.43,7.904,8.789,3.729,0.025,0.0443,1.454,339.254,70.45,0.00225,6558400.0
2021-11-06,0.0053009949624538,-0.0004343419859651,0.0049958368763327,0.0273809526115655,0.0093946723143309,-0.0008675535209476,6910.0,6904.0,6849.0,6922.0,6536.0,5339.0,3012.0,7295398.333333333,4390081.341745689,10200715.324920978,19.72,7.844,8.493,3.124,0.025,0.0355,1.143,327.413,54.04,0.00195,5161280.0
2021-11-07,-0.0191063489764928,-0.0048036756925284,0.027563065290451,0.1123431548476219,0.034376578489834,-0.0041914619505405,9622.0,9530.0,10081.0,9703.0,7605.0,3773.0,2287.0,8836518.0,6378563.443229863,11294472.556770137,19.64,7.559,7.926,3.573,0.025,0.0316,1.585,348.755,68.92,0.00088,12400000.0
2021-11-08,,,,,,,,,,,,,,,,,17.15,7.659,8.822,6.944,0.025,0.1024,1.218,321.956,186.07,,7039430.0
2021-11-09,,,,,,,,,,,,,,,,,14.15,7.719,9.399,4.043,0.025,0.0377,0.825,294.846,105.62,0.00336,27500000.0
2021-11-10,,,,,,,,,,,,,,,,,13.5,7.741,9.684,3.321,0.025,0.0362,0.817,301.537,73.12,0.00689,9729500.0
2021-11-11,,,,,,,,,,,,,,,,,13.0,7.56,9.711,3.472,0.025,0.0429,0.634,307.098,116.27,0.00385,5844370.0
2021-11-12,0.3072406947612762,0.2191606611013412,0.7809667587280273,0.2455608546733856,0.2285259942350698,-0.1838724017143249,921.0,1438.0,708.0,1336.0,871.0,533.0,103.0,6671026.666666667,4876887.655363885,8465165.677969448,13.13,7.721,10.013,2.757,0.025,0.0347,0.625,310.739,52.65,0.0043,5771890.0
2021-11-13,0.2018735408782959,0.173271894454956,3.53383469581604,0.2641509473323822,0.2044132215372334,-0.1770642250776291,897.0,1273.0,852.0,1283.0,741.0,368.0,113.0,7221620.0,4194198.14226705,10249041.85773295,13.34,7.544,10.089,2.958,0.025,0.0243,0.766,315.884,35.3,0.0022,4764960.0
2021-11-14,,,,,,,,,,,,,,,,,13.43,7.563,9.828,2.396,0.025,0.026,0.612,316.877,51.89,0.00225,9002200.0
2021-11-15,,,,,,,,,,,,,,,,,13.69,8.262,11.366,2.949,0.025,0.0227,0.905,366.81,23.29,0.00129,5653350.0
2021-11-16,-0.0324061326682567,0.0171428564935922,-0.0868698358535766,0.0188608430325984,0.0177600868840143,-0.0022822367027401,5246.0,5429.0,5623.0,5270.0,5228.0,5149.0,4009.0,8670416.666666666,3963872.849681466,13376960.483651863,14.06,8.237,11.527,2.848,0.025,0.0222,0.997,371.483,25.69,0.00499,3909070.0
2021-11-17,0.0246455091983079,-0.0246913582086563,0.2378525286912918,0.0569571852684021,0.003180567319061,-0.0218855217099189,2905.0,2765.0,2889.0,3035.0,2467.0,1376.0,705.0,10023661.666666666,5864200.62985297,14183122.703480365,14.38,7.982,10.968,2.972,0.025,0.026,1.361,421.257,41.27,0.00569,17600000.0
2021-11-18,0.0984182804822921,-0.3663911819458008,1.0374414920806885,0.4420062601566314,-0.2063722192581595,-0.1150758266448974,992.0,460.0,1026.0,1250.0,178.0,136.0,16.0,31136526.666666668,14429631.828086805,47843421.505246535,14.97,8.292,11.05,2.941,0.025,0.0277,1.213,403.131,12.87,0.00363,3119160.0
2021-11-19,0.0586648695170879,0.0015236160252243,-0.0783972144126892,0.033001571893692,0.012621740462495,-0.031368039548397,2949.0,2958.0,2792.0,3140.0,2769.0,2933.0,2681.0,30982583.33333333,5250170.374213509,56714996.29245316,14.97,8.239,11.618,3.063,0.025,0.0253,1.197,410.368,187.04,0.00597,90500000.0
2021-11-20,0.022038159891963,-0.0176014322787523,0.2850241661071777,-0.0021212121937423,-0.0120893737344401,-0.0064083891920745,3411.0,3293.0,3306.0,3455.0,3307.0,3348.0,3108.0,7967855.0,5657268.905952907,10278441.094047092,15.47,8.485,12.125,2.919,0.025,0.0245,1.073,405.512,28.98,0.00354,11100000.0
2021-11-21,-0.0018604651559144,-0.0083440747112035,0.0662644132971763,0.0679427236318588,0.017805401242026,-0.0052867564372718,7432.0,7309.0,7539.0,7511.0,6379.0,4152.0,2364.0,16583527.5,3609143.0405212864,29557911.95947872,16.09,8.382,11.13,3.003,0.025,0.0248,1.071,418.771,40.22,0.00548,10300000.0
2021-11-22,0.0544199645519256,-0.1283513903617859,,0.1415763944387436,-0.0473336323208275,-0.0020181634463369,1978.0,1528.0,1781.0,1986.0,1149.0,728.0,428.0,11506507.5,5924049.848180393,17088965.15181961,15.73,8.014,9.624,3.151,0.025,0.0216,1.171,413.614,101.54,0.00767,15100000.0
2021-11-23,0.0604375228285789,-0.3195548355579376,1.0849226713180542,0.3473242521286011,-0.17218647096238,-0.0691588819026947,1245.0,642.0,1267.0,1430.0,311.0,340.0,164.0,13498060.0,10781979.69772018,16214140.30227982,13.43,7.865,9.754,4.867,0.025,0.0521,0.963,315.182,107.43,0.00418,17100000.0
2021-11-24,,,,,,,,,,,,,,,,,12.14,8.012,10.251,2.569,0.025,0.028,0.63,332.419,57.57,0.00339,6896480.0
2021-11-25,0.1435406655073166,0.1687321215867996,,0.347252756357193,0.2272189687572025,-0.1562651246786117,872.0,1226.0,895.0,1195.0,594.0,373.0,82.0,5747893.333333333,4670448.729728003,6825337.936938663,12.32,7.783,9.915,2.585,0.025,0.0149,0.595,318.665,41.47,0.00261,5373560.0
2021-11-26,0.1363078206777572,-0.0691952854394912,0.4527162909507751,0.2328581064939499,0.02075191322494,-0.1419169008731842,1043.0,908.0,1055.0,1388.0,565.0,294.0,160.0,7775598.333333333,3123296.230032595,12427900.436634071,12.59,7.895,10.051,3.003,0.025,0.0119,1.205,404.387,24.63,0.00385,4076680.0
2021-11-27,,,,,,,,,,,,,,,,,12.64,8.637,13.379,3.217,0.025,0.013,1.096,404.56,41.89,0.00911,12600000.0
2021-11-28,0.0363391637802124,-0.0052508753724396,1.1538461446762085,-0.0043795621022582,-0.0049376709769114,-0.0027492402587085,3446.0,3410.0,3222.0,3465.0,3440.0,3547.0,2989.0,27683333.33333333,16274694.668804694,39091971.99786197,12.84,8.098,11.448,3.355,0.025,0.0181,1.514,426.432,88.86,0.00486,32000000.0
2021-11-29,0.0058623296208679,0.0052750566974282,-0.0580792352557182,0.008600321598351,0.0064685062521497,-0.0036795923952013,5280.0,5336.0,5257.0,5319.0,5245.0,4982.0,3619.0,13815198.333333334,7496443.56031531,20133953.10635136,13.46,8.028,11.14,3.354,0.025,0.0099,1.294,425.781,34.97,0.00537,9622480.0
2021-11-30,,,,,,,,,,,,,,,,,13.73,8.437,11.955,3.497,0.025,0.0127,1.121,418.525,47.5,0.00349,15200000.0
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-02,0.1640953719615936,-0.1101223602890968,,0.3389121294021606,0.0119391816048165,-0.1101203709840774,998.0,800.0,894.0,1245.0,395.0,226.0,91.0,7365001.666666667,5009972.283763766,9720031.049569568,10.75,7.591,10.527,2.889,0.025,0.0179,0.715,329.28,85.45,0.00372,10100000.0
2021-12-03,,,,,,,,,,,,,,,,,10.55,7.551,10.408,4.385,0.025,0.0296,0.683,328.945,75.61,0.00326,5094190.0
2021-12-04,0.1103536412119865,-0.2631579041481018,1.0386472940444946,0.4016298055648803,-0.1116099109600932,-0.1160599589347839,1032.0,602.0,1044.0,1303.0,257.0,179.0,22.0,4500115.0,3025135.0939087337,5975094.906091266,10.64,7.624,10.449,1.991,0.025,0.0323,0.712,326.367,69.81,0.00428,3518900.0
2021-12-05,,,,,,,,,,,,,,,,,10.59,7.676,10.624,1.999,0.025,0.0318,0.775,334.528,44.04,0.00282,4891840.0
2021-12-06,0.1456919014453888,-0.1013888865709304,0.5006858706474304,0.2418426126241684,-0.0022005422301938,-0.1608465611934662,793.0,647.0,818.0,1097.0,395.0,199.0,96.0,7400032.0,4548764.26144719,10251299.738552809,,,,,,,,,,,
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08,0.0636430159211158,-0.2093914747238159,0.9089018106460572,0.2702078521251678,-0.0851553348932517,-0.0706921964883804,1262.0,825.0,1280.0,1454.0,474.0,549.0,454.0,30075000.0,2185045.374723181,57964954.62527682,,,,,,,,,,,
2021-12-09,-0.0437384247779846,0.0123657900840044,-0.0515814200043678,0.0225114058703184,0.0159915341948761,-0.0032135117799043,6669.0,6836.0,7326.0,6712.0,6535.0,6667.0,5533.0,24050000.0,10860617.411468169,37239382.58853184,11.43,8.638,11.97,2.647,0.0272,0.0247,1.028,394.532,112.73,0.00321,38400000.0
2021-12-10,0.0616660639643669,-0.189556136727333,0.4227812588214874,0.2249408066272735,-0.0772548271151822,-0.127537339925766,1139.0,776.0,1301.0,1472.0,491.0,311.0,167.0,6809890.0,5098393.212000549,8521386.787999451,11.87,8.605,11.696,2.688,0.0379,0.0232,1.004,407.728,25.27,0.0066,10700000.0
2021-12-11,0.2251308858394622,,16.428571701049805,-0.7288135886192322,-1.060815904125516,-0.1282545775175094,452.0,-8.0,370.0,585.0,-51.0,512.0,196.0,10168178.333333334,5880445.4738609735,14455911.192805694,11.89,8.758,12.804,3.431,0.0335,0.0245,1.083,428.901,42.26,0.00799,20500000.0
2021-12-12,0.0063287322409451,-0.0011907597072422,0.0167476143687963,0.0588235296308994,0.0195944960373413,0.0035808067768812,8408.0,8388.0,8243.0,8348.0,7456.0,5660.0,3508.0,7163845.0,6173053.152988798,8154636.847011202,12.32,8.416,11.313,5.796,0.0376,0.0593,1.785,442.086,32.66,0.00666,5993000.0
2021-12-13,,,,,,,,,,,,,,,,,11.41,8.324,10.958,6.519,0.025,0.0743,1.771,433.846,62.07,0.00681,11600000.0
2021-12-14,0.0159500185400247,0.0035750034730881,-0.0907111763954162,0.0256485193967819,0.0114037883771557,0.0041069239377975,6968.0,7018.0,6694.0,6911.0,6667.0,6515.0,4969.0,10106718.333333334,8462962.3337488,11750474.332917867,10.77,7.985,10.682,5.087,0.025,0.0538,1.757,400.471,34.24,0.00307,11500000.0
2021-12-15,0.0034218672662973,0.003939592745155,-0.0358744412660598,0.0341562405228614,0.0146019347312587,-0.0073613608255982,6068.0,6116.0,6116.0,6158.0,5712.0,4910.0,3068.0,18733333.33333333,10615420.191535264,26851246.4751314,10.55,8.457,11.465,5.448,0.025,0.1121,2.345,442.86,45.94,0.00581,24500000.0
2021-12-16,-0.0233730021864175,0.0064291162416338,-0.0385999344289302,0.0534359849989414,0.0228448287093857,0.0004937729681842,9118.0,9236.0,9545.0,9109.0,8299.0,7719.0,5459.0,8074760.0,2428076.452445816,13721443.547554184,11.16,8.262,11.359,7.504,0.025,0.0409,1.444,455.631,14.85,0.00904,3681400.0
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,0.0500900894403457,-0.3628219366073608,0.804768979549408,0.3309941589832306,-0.2157959593994227,-0.0897531807422638,1217.0,569.0,1318.0,1457.0,286.0,302.0,147.0,8708580.0,5136337.71146749,12280822.28853251,,,,,,,,,,,
2021-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,0.1323994547128677,-0.1557478308677673,0.695364236831665,0.1898954659700393,-0.0572535464489114,-0.1453382074832916,935.0,683.0,960.0,1253.0,465.0,269.0,162.0,9659310.0,9198729.6,10119890.4,,,,,,,,,,,
2021-12-22,0.0764895305037498,-0.2621475756168365,0.6524335741996765,0.2933754026889801,-0.1273381578053063,-0.1192967742681503,1052.0,615.0,1147.0,1337.0,336.0,212.0,86.0,3895819.0,1376994.1588342623,6414643.841165738,9.98,8.261,11.685,8.159,0.025,0.0548,1.388,454.366,15.84,0.00553,9648420.0
2021-12-23,,,,,,,,,,,,,,,,,10.35,8.246,11.943,3.869,0.025,0.0263,1.21,443.683,23.95,0.0076,531705.0
2021-12-24,0.0047670821659266,-0.0013384640915319,0.0145719489082694,-0.0005860192468389,-0.0010679673911331,-0.0018345563439652,5985.0,5969.0,5950.0,6007.0,5976.0,5695.0,4513.0,2608699.333333333,968172.5145308694,4249226.152135798,10.66,7.848,11.276,4.873,0.0409,0.0321,1.606,471.705,10.0,0.00672,382482.0
2021-12-25,-0.0374110229313373,-0.0126006295904517,0.0541883036494255,0.0288110859692096,0.0019041308895991,-0.0024997845757752,5786.0,5642.0,6267.0,5815.0,5326.0,5639.0,4827.0,5913013.333333333,4456975.999822312,7369050.666844354,10.1,7.807,10.981,5.72,0.1023,0.1046,1.977,476.979,99.76,0.01064,2555590.0
2021-12-26,,,,,,,,,,,,,,,,,7.73,7.752,11.276,6.031,1.4509,0.1283,1.976,489.576,116.77,0.00492,6783110.0
2021-12-27,,,,,,,,,,,,,,,,,5.75,7.715,11.806,6.444,1.1432,0.0897,2.055,469.872,89.03,0.00795,4545940.0
2021-12-28,,,,,,,,,,,,,,,,,5.3,7.838,12.123,6.041,1.4448,0.0892,1.92,501.896,61.2,0.00834,6622290.0
2021-12-29,0.0728381797671318,-0.3897058963775635,1.5854700803756714,0.3816884756088257,-0.2363689780626862,-0.0610361956059932,1323.0,581.0,1292.0,1495.0,260.0,133.0,97.0,4870313.333333333,4287991.436262029,5452635.230404637,5.24,7.789,12.064,4.993,0.2117,0.0907,2.165,509.091,34.92,0.00599,4205730.0
2021-12-30,0.1249036267399787,-0.370737075805664,3.635382890701294,0.3799758851528168,-0.2176667463542911,-0.0787430703639984,1246.0,572.0,1135.0,1459.0,257.0,250.0,72.0,4325901.666666667,3233858.62658939,5417944.706743944,5.4,7.836,12.326,5.292,0.1848,0.076,2.028,508.116,33.24,0.00577,6717180.0
2021-12-31,0.0571428574621677,-0.2071901559829712,0.5763157606124878,0.1210702359676361,-0.1138689348513014,-0.0982332155108451,1276.0,838.0,1386.0,1554.0,657.0,423.0,223.0,2232461.833333333,1089766.539885994,3375157.126780673,5.87,7.857,12.314,4.516,0.0366,0.0509,1.818,487.944,24.14,0.00712,1486220.0
2022-01-01,-0.0310530792921781,-0.0045974301174283,0.022859152406454,0.0512948222458362,0.0148072935045166,-0.0007035647286102,8522.0,8444.0,9081.0,8534.0,7620.0,6672.0,4408.0,3996458.3333333335,2876256.181366526,5116660.48530014,5.99,7.929,12.629,3.939,0.0465,0.0547,1.874,501.444,35.06,0.00561,5002870.0
2022-01-02,,,,,,,,,,,,,,,,,6.3,7.812,12.065,4.079,0.0923,0.0607,1.9,504.816,30.23,0.00751,4658560.0
2022-01-03,,,,,,,,,,,,,,,,,6.84,7.804,11.659,4.226,0.0444,0.0561,1.879,502.57,23.58,0.0071,2870670.0
2022-01-04,0.0491606704890728,-0.1807825714349746,0.968940794467926,0.0878000631928443,-0.1009440667406036,-0.0481133945286273,2384.0,1654.0,2379.0,2625.0,1387.0,1333.0,968.0,883806.25,730648.0789791372,1036964.4210208628,7.15,7.806,11.766,5.095,0.0884,0.0602,2.066,500.93,22.21,0.01718,583170.0
2022-01-05,-0.0264704097062349,-0.0192467551678419,0.0933912470936775,0.1860501021146774,0.0458637709524064,-0.0041234535165131,7970.0,7669.0,8473.0,8036.0,5263.0,2002.0,1111.0,2898338.0,1466413.1466904408,4330262.853309559,7.15,7.98,12.846,5.224,0.025,0.0712,1.937,498.249,41.79,0.00917,1200980.0
